institution,slug,country,continent,repository_code,archive_type,cinematheque_bretagne_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/43926?feature=oembed,Cécile - Chez Maryse,Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:21 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/43926?feature=oembed,1974
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-juvenat-5eme-e1-426-47594-0-2.html,Film scolaire Chateaulin Juvenat - 5ème E(1),Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,1973
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-saint-louis-3eme-rouge1-426-47592-0-2.html,Film scolaire Chateaulin Saint-Louis - 3ème Rouge(1),Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,1973
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-5eme-b1-426-47593-0-2.html,Film scolaire Chateaulin - 5ème B1,Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,1972
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47559?feature=oembed,Film scolaire Chateaulin La Plaine - 4ème A(2),Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:20 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47559?feature=oembed | Résumé + -,1972
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47564?feature=oembed,Film scolaire Chateaulin La Plaine - 4ème B(4),Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:25 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47564?feature=oembed | Résumé + -,1972
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47589?feature=oembed,Film scolaire Chateaulin Saint-Louis - 3ème Blanche(2),Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:18 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47589?feature=oembed | Résumé + -,1972
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47579?feature=oembed,Film scolaire Chateaulin Saint-Louis - 5ème V,Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:18 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47579?feature=oembed | Résumé + -,1972
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47373?feature=oembed,Films scolaires de Douarnenez - Collège St Anges - 5 ème blanche 2,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:12 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | Bretagne | embed: https://diazcdb.oembed.diazinteregio.org/embed/47373?feature=oembed | Résumé + -,1970
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47375?feature=oembed,Films scolaires de Douarnenez - Collège St Anges - 5 ème bleue - Volley,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne. | duração: 00:02:09 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | Bretagne | embed: https://diazcdb.oembed.diazinteregio.org/embed/47375?feature=oembed | Résumé + -,1970
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47382?feature=oembed,Films scolaires de Douarnenez - Collège St Anges - 5 ème verte,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:23 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | Bretagne | embed: https://diazcdb.oembed.diazinteregio.org/embed/47382?feature=oembed | Résumé + -,1970
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47366?feature=oembed,Films scolaires de Douarnenez - Collège Ste Elisabeth - 5ème D - Marée noire,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne. | duração: 00:05:43 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | Bretagne | embed: https://diazcdb.oembed.diazinteregio.org/embed/47366?feature=oembed | Résumé + -,1970
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47368?feature=oembed,Films scolaires de Douarnenez - Collège Ste Elisabeth - 5ème F - Rapt,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:18 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | Bretagne | embed: https://diazcdb.oembed.diazinteregio.org/embed/47368?feature=oembed | Résumé + -,1970
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-5eme-a1-426-47597-0-2.html,Film scolaire Chateaulin - 5ème A(1),Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-5eme-b2-426-47596-0-2.html,Film scolaire Chateaulin - 5ème B(2),Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-5eme-c-le-pique-nique-des-dupont-426-47810-0-2.html,Film scolaire Chateaulin - 5ème C - Le Pique-Nique des Dupont,Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-film-scolaire-chateaulin-5eme-e1-la-vengeance-426-47812-0-2.html,Film scolaire Chateaulin - 5ème E(1) - La Vengeance,Film amateur,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47590?feature=oembed,Film scolaire Chateaulin Saint-Louis - 3ème Orange(2),Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:21 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47590?feature=oembed | Résumé + -,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://diazcdb.oembed.diazinteregio.org/embed/47591?feature=oembed,Film scolaire Chateaulin Saint-Louis - 3ème Verte(1),Film amateur,Ficha pública da Cinémathèque de Bretagne. | duração: 00:03:21 | formato original: Film super 8 | som: Muet | coloração: Couleur | categoria: Film amateur | embed: https://diazcdb.oembed.diazinteregio.org/embed/47591?feature=oembed | Résumé + -,
Cinémathèque de Bretagne,cin-math-que-de-bretagne,France,Europe,FR-CINEMATHEQUE-BRETAGNE,Regional audiovisual and amateur film archive,https://www.cinematheque-bretagne.bzh/,True,True,https://www.cinematheque-bretagne.bzh/voir-les-films-426-0-0-0.html,Cinémathèque de Bretagne,https://www.cinematheque-bretagne.bzh/voir-les-films-films-scolaires-de-pont-l-abbe-college-st-gabriel-4eme-d1-nuit-tragique-426-47711-0-2.html,Films scolaires de Pont l'Abbé - Collège St Gabriel - 4ème D1 - Nuit tragique,Film amateur | Bretagne,Ficha pública da Cinémathèque de Bretagne; registro materializado a partir da listagem oficial. | categoria: Film amateur | Bretagne,
