institution,slug,country,continent,repository_code,archive_type,asim_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Conradors%20d%E2%80%99un%20temps%20perdut%20(part%202)/asim::8a0bfaf167e8f99ed64e8818191df278,Conradors d’un temps perdut (part 2),Amateur film | Porreres / Majorca / wheat / sowing / plough / ear / autumn / spring / summer / harvest / stook / cart / threshing floor / sheaf,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Growers of a lost time (Part 2) | gênero: Amateur film | duração: 00:13:54 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | produtora: Onso Films | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149314829 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1880 | Documentary filmed in Porreres (Mallorca) where we can see the different tasks involved in growing wheat. We see the sowing in autumn and the ploughing, the growth of the seeds and their spring flowering that reveals green ears. In the summer, it is time for the harvest and as the stooks are formed, they are loaded on the cart and transported to the threshing floor. The threshing floor is prepared before distributing the sheaves on its surface.",1990,Conradors d’un temps perdut (part 2),1990-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Temps%20de%20tondre/asim::735c6f818efa3163c933fec6296fc7fb,Temps de tondre,Amateur film | Majorca / Llucmajor / Son Noguera / sheep / shearing / flock / shearer / blade / handpiece / wool / shepherd,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Shearing time | gênero: Amateur film | duração: 00:06:58 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149316161 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1892 | Documentary about sheep shearing in the Son Noguera stately home (Llucmajor, Mallorca). The shearing is performed in May to protect sheep from heat and flesh flies. The flock is driven to the place of the shearing. The legs of the sheep are tied together so they cannot move. Professional shearer use blade shears and handpieces. One of them can shear up to 30 sheep a day. At the end we see the sheep coming out without their wool returning with their shepherd.",1990,Temps de tondre,1990-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Temps%20de%20formatjar/asim::441a76e83fc3d45b37c11ad0a6c3140e,Temps de formatjar,Amateur film | Majorca / Llucmajor / Can Patacó / cheese / farm / sheep / pitcher / milk / thistle / fire / curd,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Cheese time | gênero: Amateur film | duração: 00:11:01 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149315971 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1891 | Documentary filmed in Can Pataco (Llucmajor , Mallorca) on how cheese is made in Mallorca's farms. We can see how sheep are milked while a tune is heard. Cheese making starts by putting the fogasser (a white piece of cloth) over the opening of a pitcher to strain the milk. Thistle flowers are chopped and are also added in the fogasser. The milk is stirred well and put on the fire for two hours. A fogasser is placed in a basin, the cheese is put on top and the excess of milk is removed. The corners of the fogasser are stretched and tied together. The pieces of cheese are pressed to remove the milk they still contain for 2 or 3 hours. The milk that is left is put on the fire to get the brossat or mato cheeses. Finally the cheese pieces are left to dry on a...",1987,Temps de formatjar,1987-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Reducte%20final%20(part%201)/asim::02b432b7fb174046852335469052d7aa,Reducte final (part 1),Amateur film | Majorca / Campos / Es Salobrar / Es Trenc / saltwork / pool / sea / water / beach / salt / environment / flora / bird / fauna,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Final redoubt (part 1) | gênero: Amateur film | duração: 00:13:45 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/196404611 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1959 | Documentary about the Salobrar of Campos. The area is a set of artificially pools connected to the sea by a water channel from the beach of es Trenc which, even today, are dedicated to the extraction of salt. This salt industry has contributed to the conservation of the environment of the area. The documentary focuses mainly on the richness and variety of its flora and, above all, its avian fauna.",1986,Reducte final (part 1),1986-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Reducte%20final%20(part%202)/asim::7dfb25b865d6adcc5ded4596c11c3510,Reducte final (part 2),Amateur film | Majorca / Campos / Es Salobrar / Es Trenc / saltwork / pool / sea / water / beach / salt / environment / flora / bird / fauna,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Final redoubt (part 2) | gênero: Amateur film | duração: 00:13:54 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/196404712 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1960 | Documentary about the Salobrar of Campos. The area is a set of artificially pools connected to the sea by a water channel from the beach of es Trenc which, even today, are dedicated to the extraction of salt. This salt industry has contributed to the conservation of the environment of the area. The documentary focuses mainly on the richness and variety of its flora and, above all, its avian fauna.",1986,Reducte final (part 2),1986-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,"https://www.europeanfilmgateway.eu/detail/Temps%20passats,%20els%20selleters/asim::6e036b21bacd71cd2ff593442cc8b099","Temps passats, els selleters",Amateur film | Norbert Gómez Salas (craftsman) / Majorca / Campos / Capocorb / Llucmajor / Son Noguera / saddler / workshop / tack / bicycle / horse / yoke / courtyard / shop / tool,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Past times, the saddlers | gênero: Amateur film | duração: 00:13:10 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149315339 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1886 | Documentary on Norbert Gomez i Salas, the last saddler in Campos (Mallorca). We see him in his workshop as he finishes the tack for an animal from the Capocorb stately home in Llucmajor. Norbert moves around by bicycle to see his customers. Arrives in Son Noguera to take the measurements of a horse and then delivers a yoke in Capocorb. Footage of Capocorb's courtyard. Then we see Norbert plying his trade in his shop, showing the different kinds of tacks and his tools, and we are given some biographical notes about him.",1986,"Temps passats, els selleters",1986-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Vingueren%20uns%20homes%20(part%201)/asim::5f9794db637e1c228ff595d420fadf06,Vingueren uns homes (part 1),Amateur film | Majorca / Illot de Na Guardis / Colònia de Sant Jordi / Ses Salines / isle / coast / faction / punic / warehouse / workshop / animal / plant / archeology,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Some men came (part 1) | gênero: Amateur film | duração: 00:09:53 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/196404858 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1964 | Documentary on archaeological sites located on the isle of na Guardis, very close to the south coast of Mallorca, around Colònia de Sant Jordi (Ses Salines). They have been excavated and identified as a commercial faction of the Punics of Eivissa, with housing areas, warehouses and metallurgical workshop. It also mencions the main animal and plant species of the islet.",1986,Vingueren uns homes (part 1),1986-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Vingueren%20uns%20homes%20(part%202)/asim::a7f184a2d626b77e0cc80086283dedf2,Vingueren uns homes (part 2),Amateur film | Majorca / Illot de Na Guardis / Colònia de Sant Jordi / Ses Salines / isle / coast / faction / punic / warehouse / workshop / animal / plant / archeology,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Some men came (part 2) | gênero: Amateur film | duração: 00:07:27 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/196404936 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1966 | Documentary on archaeological sites located on the isle of na Guardis, very close to the south coast of Mallorca, around Colònia de Sant Jordi (Ses Salines). They have been excavated and identified as a commercial faction of the Punics of Eivissa, with housing areas, warehouses and metallurgical workshop. It also mencions the main animal and plant species of the islet.",1986,Vingueren uns homes (part 2),1986-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/El%20baratillo%20de%20Palma/asim::218bdc7a50df542cea1cb2bb6d867db8,El baratillo de Palma,Amateur film | Palma / Majorca / flea market / street / seller / buyer / christmas,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: The Flea Market of Pama | gênero: Amateur film | duração: 00:11:07 | coleção: Fons Nicolau Tous | cor: Colour | som: Without sound | direitos: In Copyright / Nicolau Tous | fonte de mídia: https://vimeo.com/140906694 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1800 | Films shot in the early 1980s in the mercat d'encants (flea market), on its location of Porta del Camp Street, Socors Street, Gabriel Alomar i Villalonga Avenue and Mateu Enric Llado Street. In one of them appears the date, 29th December 1984.",1984,El baratillo de Palma,1984-01-01,Filme amador e memória familiar,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Ca%C3%A7ar%20amb%20ca%20eivissenc/asim::4453d25b9d58fbc4d66850e96e9eed5c,Caçar amb ca eivissenc,Amateur film | Majorca / hound / hunt / dog / rabbit,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Hunting with Ibizan Hound | gênero: Amateur film | duração: 00:09:46 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149314259 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1877 | Documentary on hunting with Ibizan hounds, where we are told about the origin, characteristics and behavior of this dog; we can see his technique to hunt rabbits and the faithful relationship with his owner .",1982,Caçar amb ca eivissenc,1982-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Festa%20de%20l%E2%80%99Estendard/asim::2c12297428f26f89ec9fb5616ab38de1,Festa de l’Estendard,Amateur film | James I of Aragon (king) / Ramón Aguiló (mayor) / Jaume Vidal Alcover (writer) / Pere d’Alcàntar Penya (writer) / Miquelina Lladó (singer) / Maria Aurèlia Capmany (writer) / Palma / Majorca / festival / standard / square / street / cathedral / mayor / council / soldier / mass / speech / writer / singer / reading,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Banner feast | gênero: Amateur film | duração: 00:12:57 | coleção: Fons Nicolau Tous | direção: Nicolau Tous | produtora: Producciones Nicolás | cor: Colour | som: With sound | direitos: In Copyright / Nicolau Tous | fonte de mídia: https://vimeo.com/140906947 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1801 | Documentary about the celebration of the Festival of the Standard in Palma in 1982. This festival commemorates the entrance of King James I in the town of Mallorca on 31st December 1229. The events take place at Cort Square, Palau Reial Street and the Cathedral. The standard is carried by the town council presided by the mayor (back then, Ramon Aguilo) and guarded by a company of soldiers that fire the mandatory salute. After the mass, the deputation returns to Cort Square and the festival's opening speech is given (this year, it is delivered by the writer Jaume Vidal Alcover). Lastly, the public reading of Pere d'Alcantara's La Colcada is performed by Mallorcan singer Miquelina Llado. In this film appears Catalan writer Maria...",1982,Festa de l’Estendard,1982-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Temps%20de%20mar%C3%A8s%20(part%201)/asim::e80cf3d4776877f966e249c89d058eb5,Temps de marès (part 1),Amateur film | Tomeu „Xalapot“ (craftsman) / Majorca / Campos / Son Toni Amer / sandstone / quarry / hut / cave / limestone / squad / groove / wedge,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Sandstone time (part 1) | gênero: Amateur film | duração: 00:10:19 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149315701 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1889 | Documentary on the sandstone quarries in Campos (Mallorca). Footage of the abandoned old quarries of the Son Toni Amer stately home with the huts for the workers. At the same place some prehistoric caves are found. Tomeu ""Xalapot"" makes a demonstration of how limestone was extracted with ancient techniques. We see the tools utilized: the squad for cutting grooves, iron sheets and wedges to break the iron sandstone and cutting it down to size. They could make up to five pieces per day.",1982,Temps de marès (part 1),1982-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Temps%20de%20mar%C3%A8s%20(part%202)/asim::00a696a6ab81c998af60e097de641103,Temps de marès (part 2),Amateur film | Tomeu „Xalapot“ (craftsman) / Majorca / Campos / Son Toni Amer / Son Oliver / sandstone / quarry / machinery / ground / work / gravel,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Sandstone time (part 2) | gênero: Amateur film | duração: 00:09:52 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/149315822 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1890 | Documentary on the sandstone quarries in Campos (Mallorca). We see the modern quarries of Tomeu in the Son Toni Amer stately home, which uses modern machinery and methods. We can see how the daily activity in a modern open-cast mine is carried out and how the ground is cleared for its expansion. Next, we are shown the work in Son Oliver, where the rocks are mined underground. We see how underground working methods and how ancient techniques are employed alongside modern ones. The small bits of sandstone are used for the manufacture of fine gravel.",1982,Temps de marès (part 2),1982-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Col%C3%B2nia%20de%20Sant%20Jordi%20a%20Port%20de%20S%C3%B3ller%20i%20tornada/asim::87a96e837fd333fd1404cd4b24ce6475,Colònia de Sant Jordi a Port de Sóller i tornada,Amateur film | Colònia de Sant Jordi / Port de Sóller / Cap Blanc / Cap de Regana / Palma / Arenal / Cala Figuera / Santa Ponça / Port d’Andratx / Dragonera / Estellencs / Banyalbufar / Sa Foradada / boat trip / lighthouse / boat,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Colonia de Sant Jordi to Port de Sóller and back | gênero: Amateur film | duração: 00:14:33 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/193872210 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1950 | Documentary about a boat trip from Colònia de Sant Jordi to Port de Sóller. We can see Cape Blanc, Cape Regana, Palma Bay, s’Arenal, Cala Figuera’s lighthouse, Santa Ponça, Port d'Andratx, where sailing boats that go around Mallorca do a stop. Follow the walk through the Dragonera, Estellencs and Banyalbufar, na Foradada and finally, Port de Sóller. The return is by the same route.",1981,Colònia de Sant Jordi a Port de Sóller i tornada,1981-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Crucero%20mar%C3%ADtimo%20Vuelta%20a%20Mallorca%20(part%201)/asim::01c87037f69e9b477a536ad8cd345ef7,Crucero marítimo Vuelta a Mallorca (part 1),Amateur film | Majorca / Palma / Cap Blanc / Porto Colom / Porto Cristo / Artà / Cala Rajada / Formentor / Es Colomer / Torrent de Pareis / Sóller / Port de Sóller / La Foradada / Banyalbufar / Dragonera / boat tirp / tourism / anniversary / vessel / company / station / coastline / tower,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Sea cruise around Mallorca (part 1) | gênero: Amateur film | duração: 00:11:41 | coleção: Fons Nicolau Tous | direção: Nicolau Tous | produtora: Producciones Nicolás | cor: Colour | som: With sound | direitos: In Copyright / Nicolau Tous | fonte de mídia: https://vimeo.com/140907718 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1807 | Film shot during the boat trip around Mallorca organized by the Organization for the Promotion of Mallorca's Tourism on 5th October 1980 on the occasion of its 75th anniversary. The voyage took place aboard the vessel Ciudad de Badajoz, belonging to the Transmediterranea company, and set sail from the Palma maritime station. This documentary contains views of the entire Mallorcan coastline: Cap Blanc, Porto Colom, Porto Cristo, the caves of Arta, Cala Rajada, Formentor and its lighthouse, Colomer, Torrent de Pareis, Torre Picada of Soller, the port of Soller, Na Foradada, Banyalbufar, Dragonera island, etc.",1980,Crucero marítimo Vuelta a Mallorca (part 1),1980-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Crucero%20mar%C3%ADtimo%20Vuelta%20a%20Mallorca%20(part%202)/asim::1e5821407f198b6a3b43c4e8e1e105b2,Crucero marítimo Vuelta a Mallorca (part 2),Amateur film | Majorca / Palma / Cap Blanc / Porto Colom / Porto Cristo / Artà / Cala Rajada / Formentor / Es Colomer / Torrent de Pareis / Sóller / Port de Sóller / La Foradada / Banyalbufar / Dragonera / boat tirp / tourism / anniversary / vessel / company / station / coastline / tower,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Sea cruise around Mallorca (part 2) | gênero: Amateur film | duração: 00:11:52 | coleção: Fons Nicolau Tous | direção: Nicolau Tous | produtora: Producciones Nicolás | cor: Colour | som: With sound | direitos: In Copyright / Nicolau Tous | fonte de mídia: https://vimeo.com/140907921 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1808 | Film shot during the boat trip around Mallorca organized by the Organization for the Promotion of Mallorca's Tourism on 5th October 1980 on the occasion of its 75th anniversary. The voyage took place aboard the vessel Ciudad de Badajoz, belonging to the Transmediterranea company, and set sail from the Palma maritime station. This documentary contains views of the entire Mallorcan coastline: Cap Blanc, Porto Colom, Porto Cristo, the caves of Arta, Cala Rajada, Formentor and its lighthouse, Colomer, Torrent de Pareis, Torre Picada of Soller, the port of Soller, Na Foradada, Banyalbufar, Dragonera island, etc.",1980,Crucero marítimo Vuelta a Mallorca (part 2),1980-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,"https://www.europeanfilmgateway.eu/detail/Mallorca,%20mon%20amour/asim::f1eb2387bcd56d56fd14ca9baa7a6706","Mallorca, mon amour",Amateur film | Majorca / Entreforc / Cala S’Almoina / Capocorb / Santueri / Escorca / Serra de Tramuntana / landscape / beach / boat / cave / cockfight,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Majorca, mon amour | gênero: Amateur film | duração: 00:10:15 | coleção: Films Gabriel Mayans | direção: Gabriel Mayans | cor: Colour | som: With sound | direitos: In Copyright / Gabriel Mayans | fonte de mídia: https://vimeo.com/193865073 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1947 | Documentary about Mallorca that tries in one day to collect both landscapes and significant places of the island (s'Entreforc, Cala s'Almoina, Capocorb, Santueri, Escorca) as attractions for tourists (beaches, boats, underwater caves). It is mainly fixed in images of the coast and the rural interior. We also see a cockfight and its preparation.",1978,"Mallorca, mon amour",1978-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Arxiu del So i de la Imatge de Mallorca,arxiu-del-so-i-de-la-imatge-de-mallorca,Spain,Europe,ES-ASIM,Institutional film and audiovisual archive,https://www.conselldemallorca.es/asim,True,True,https://www.europeanfilmgateway.eu/search-efg/Arxiu%20del%20So%20i%20de%20la%20Imatge%20de%20Mallorca,European Film Gateway,https://www.europeanfilmgateway.eu/detail/La%20isla%20del%20sol%20(part%201)/asim::4ff15464fc43d9ae920570da9d0d9a9b,La isla del sol (part 1),Documentary film | Jame I of Aragon (king) / Calvià / Santa Ponça / Illetes / Portals Nous / Costa d’en Blanes / Son Caliu / Palmanova / Magaluf / Cala Fornells / Majorca / tourism / coast / hotel / bar / restaurant / disco / boat trip / golf / sport / riding,"Ficha pública do ASIM no European Film Gateway, com acesso mediado por EFG/Mémoire Filmique e player quando detectado. | título alternativo: Island of Sun (part 1) | gênero: Documentary film | duração: 00:10:27 | coleção: Films Foment del Turisme de Mallorca | direção: Juan Ignacio Company | produtora: Ducal Films | cor: Colour | som: With sound | direitos: In Copyright / Foment del Turisme de Mallorca | fonte de mídia: https://vimeo.com/148594517 | ver também: https://memoirefilmiquedusud.eu/idurl/1/1857 | Report shot in 1977 focused on the coastal town of Calvia, one of the most important tourism centres in Spain. It starts by drawing a parallel between the conquest by King James I in 1229, who landed on the coast of Santa Ponça, and the current invasion of tourists, mainly coming from the UK, France, Germany and the Scandinavian countries. The report goes over the main tourism centres in Calvia located along its coastline: Illetes, Portals Nous, Costa d'en Blanes, Son Caliu, Palmanova, Magaluf and Santa Ponça and Cala Fornells. With profusion of aerial views, and especially views of the beaches, we are explained in detail the tourism infrastructure in the town: hotels, bars, re...",1977,La isla del sol (part 1),1977-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
