institution,slug,country,continent,repository_code,archive_type,ape_detail_url,content_available_in_ape,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Archivo de la Corona de Aragón,archivo-de-la-corona-de-arag-n,Spain,Europe,ES-8019-ACA6,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-8019-ACA6,True,True,http://www.culturaydeporte.gob.es/archivos-aca/portada.html,Instagram,https://www.instagram.com/p/C1UM09CNweZ/?igsh=MzRlODBiNWFlZA%3D%3D&img_index=1,"Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","344 likes, 18 comments - archivosest on December 26, 2023: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #S...",
Archivo General de Indias,archivo-general-de-indias,Spain,Europe,ES-41091-AGI10,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-41091-AGI10,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html,YouTube,https://www.youtube.com/watch?v=Z3PqkFM2vGY,Archivo General de Indias,Archivo General de Indias,Vídeo documental sobre el Archivo General de Indias.http://www.mcu.es/archivos/MC/AGI/index.html,2010-05-18T02:08:53-07:00
Archivo General de Indias,archivo-general-de-indias,Spain,Europe,ES-41091-AGI10,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-41091-AGI10,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html,Vimeo,https://player.vimeo.com/video/430695526,,,,
Archivo General de Indias,archivo-general-de-indias,Spain,Europe,ES-41091-AGI10,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-41091-AGI10,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html,Vimeo,https://player.vimeo.com/video/433515140,,,,
Archivo General de Indias,archivo-general-de-indias,Spain,Europe,ES-41091-AGI10,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-41091-AGI10,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html,Vimeo,https://vimeo.com/430695526,,,,
Archivo General de Indias,archivo-general-de-indias,Spain,Europe,ES-41091-AGI10,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-41091-AGI10,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/agi/portada.html,Vimeo,https://vimeo.com/433515140,,,,
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/bLQEhcCcvYg,El Real Monasterio de San Lorenzo de El Escorial celebra 40 años como Patrimonio de la Humanidad,El Real Monasterio de San Lorenzo de El Escorial celebra 40 años como Patrimonio de la Humanidad,En noviembre de 2024 se cumplen 40 años desde que la UNESCO reconoció al Real Sitio de San Lorenzo de El Escorial como Patrimonio de la Humanidad. Redescubre...,2024-10-29T09:47:42-07:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/PEN0S00dEEk,Un viaje ilustrado por Patrimonio Nacional,Un viaje ilustrado por Patrimonio Nacional,"Patrimonio Nacional combina arte, historia y belleza natural. Descubre con estas viñetas sus impresionantes monasterios, palacios reales y paisajes que los r...",2025-03-10T04:04:36-07:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/BzG5YkEoDFw,Concierto de Asier Polo con el Stradivarius 1700 de Patrimonio Nacional,Concierto de Asier Polo con el Stradivarius 1700 de Patrimonio Nacional,"Vídeo con los mejores momentos del recital protagonizado por el famoso violonchelista Asier Polo, que interpretó por primera vez con el Stradivarius 1700 de ...",2025-05-21T00:50:31-07:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://www.youtube.com/watch?v=5nDJJgn1ShE&t=3s,Casa del Labrador obras de emergencia 2024,Casa del Labrador obras de emergencia 2024,"Aproveite vídeos e músicas que você ama, envie e compartilhe conteúdo original com amigos, parentes e o mundo no YouTube.",2024-11-21T22:55:59-08:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/F_sqD8jcgN4,Danza en el Palacio de Aranjuez inspirada en su propia arquitectura,Danza en el Palacio de Aranjuez inspirada en su propia arquitectura,El Palacio Real de Aranjuez se ha convertido en un teatro de danza gracias a la artista multidisciplinar Laida Aldaz y su espectáculo ‘In Perspective / Herit...,2025-02-10T01:20:23-08:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/MpANRC8_jiI,Maestros de la restauración,Maestros de la restauración,“Maestros de la restauración” es el tributo de Patrimonio Nacional a los artistas que trabajan en la cuarta planta del Palacio Real para devolver su esplendo...,2024-10-07T00:47:32-07:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://www.youtube.com/watch?v=v6Qn-ZhFLSY&t=20s,"Galería de las Colecciones Reales, querrás volver","Galería de las Colecciones Reales, querrás volver","En su primer aniversario, la Galería de las Colecciones Reales sigue sorprendiendo al visitante con su variada colección de piezas fruto de cinco siglos de c...",2024-10-10T23:19:57-07:00
Archivo General de Palacio,archivo-general-de-palacio,Spain,Europe,ES-00000055804,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00000055804,True,True,http://www.patrimonionacional.es/colecciones-reales/archivo-general-de-palacio,YouTube,https://youtu.be/YdI-h4wD1xM?si=BLNWDCbMPsu1bK3l,"Vídeo exposición ""Iconografía del mal. Tapices de los pecados capitales"", en la Galería","Vídeo exposición ""Iconografía del mal. Tapices de los pecados capitales"", en la Galería","La exposición ""Iconografía del mal. Tapices de los pecados capitales"", reúne por primera vez dos series excepcionales de tapices conservadas en Patrimonio Na...",2025-06-24T05:46:12-07:00
Archivo General de Simancas,archivo-general-de-simancas,Spain,Europe,ES-47161-AGS2,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-47161-AGS2,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ags/portada.html,YouTube,https://youtu.be/eRyDo5UEcvQ,Archivo General de Simancas [vídeo divulgativo realizado en 2008],Archivo General de Simancas [vídeo divulgativo realizado en 2008],"Vídeo de 21 minutos de duración realizado en 2008 por el Ministerio de Cultura (Gobierno de España) sobre el Archivo General de Simancas (AGS).El AGS, establ...",2024-08-05T02:19:32-07:00
Archivo Histórico Nacional,archivo-hist-rico-nacional,Spain,Europe,ES-28079-AHN9,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-28079-AHN9,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html,Instagram,https://www.instagram.com/p/C1UM09CNweZ/?igsh=MzRlODBiNWFlZA==,"Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","344 likes, 18 comments - archivosest on December 26, 2023: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #S...",
Archivo Histórico Nacional,archivo-hist-rico-nacional,Spain,Europe,ES-28079-AHN9,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-28079-AHN9,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html,Instagram,https://www.instagram.com/p/C1UM09CNweZ/?igsh=MzRlODBiNWFlZA%253D%253D,"Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","Subdirección General de los Archivos Estatales on Instagram: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #SGAE #PatrimonioDocumental""","344 likes, 18 comments - archivosest on December 26, 2023: ""🎅🏼 Cuando los Archivos Estatales de @culturagob se ponen 'modernitos', Papá Noel les abre una cuenta de Instagram 😎 ¡Síguenos para conocernos, para ver cómo trabajamos y para descubrir todas las joyitas que custodiamos 📜💎! ❤️ Danos mucho amor 👍 #ArchivosCool #ArchivosEst #ACA #AGA #AGI #AGS #AHN #AHNOB #ARCHV #CDMH #CIDA #SRD #REBAE #S...",
Archivo Histórico Nacional,archivo-hist-rico-nacional,Spain,Europe,ES-28079-AHN9,National archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-28079-AHN9,True,True,https://www.culturaydeporte.gob.es/cultura/areas/archivos/mc/archivos/ahn/portada.html,YouTube,https://www.youtube.com/watch?v=xcqy2jKmFac,"El Archivo Histórico Nacional, memoria de nuestro pasado","El Archivo Histórico Nacional, memoria de nuestro pasado",Más historias en http://www.telemadrid.es/zoomtelemadridEl Archivo Histórico Nacional cumple ahora 150 años y Telemadrid ha recorrido en exclusiva sus laberí...,2016-07-07T07:42:18-07:00
Archivo Simón Ruiz,archivo-sim-n-ruiz,Spain,Europe,ES-00001722827,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00001722827,True,True,http://www.museoferias.net/archivo-simon-ruiz/,YouTube,https://youtu.be/xio-Fkt-jSI,10 años en 50 imágenes. Principales actos y actividades del Archivo Simón Ruiz (2015-2025),10 años en 50 imágenes. Principales actos y actividades del Archivo Simón Ruiz (2015-2025),10 años en 50 imágenes. Principales actos y actividades del Archivo Simón Ruiz (2015-2025),2025-12-04T01:16:41-08:00
Archivo Simón Ruiz,archivo-sim-n-ruiz,Spain,Europe,ES-00001722827,,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=ES-00001722827,True,True,http://www.museoferias.net/archivo-simon-ruiz/,YouTube,https://youtu.be/M3XmqM9U1FA,Archivo Simón Ruiz. Un legado documental para la historia del comercio europeo,Archivo Simón Ruiz. Un legado documental para la historia del comercio europeo,"El Archivo Simón Ruiz, comerciante y empresario de Medina del Campo, en España, es excepcional. En él se conservan hasta el día de hoy 184 libros de cuentas,...",2019-05-30T02:20:31-07:00
Näringslivsarkiv i Norrland,n-ringslivsarkiv-i-norrland,Sweden,Europe,SE-00000028016,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028016,True,True,http://nin.nu,YouTube,https://youtu.be/veYPAJhRAUA?si=Tsjq4QTlDDPKCFNJ,HMS25 Näringslivsarkiv i Norrland mottar Näringslivshistoriska priset i Stockholm,HMS25 Näringslivsarkiv i Norrland mottar Näringslivshistoriska priset i Stockholm,Med små medel men stort engagemang säkrar de en ovärderlig kunskapskälla för forskare och allmänhet. Arkivet levandegör berättelserna om människorna och före...,2025-10-17T07:09:30-07:00
Näringslivsarkiv i Norrland,n-ringslivsarkiv-i-norrland,Sweden,Europe,SE-00000028016,Business archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028016,True,True,http://nin.nu,YouTube,https://www.youtube.com/embed/veYPAJhRAUA?si=j16lDDDnHNfVUMKc&wmode=opaque&rel=0,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/wGVSMhW5sxE?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/ysM4zE7NjiA?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/m-l0Wf6I0W0?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/soXnFlTGHfg?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/Et-KLIUEj3E?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/-Zhl5_Xm1b4?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/5E-6UYXIsXs?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/wMYmYt7bQUw?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/4a0bJtpr2nk?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/Z6ZKdGv9b50?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/QMt1doGOv7w?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/K3HxKkKuXv0?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/hCB2FHrcNG4?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/z-YjoRBYzVQ?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/hvmIALxFJmY?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/YQj9CVrf-YM?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/BU7WoUSBYT0?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/9NwIccpW3Q4?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/uzQ0wEB-BX4?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/L033kp_S1n8?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/PXEd69_vO_I?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/aekF9nFPrDY?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/_vRFPHidwJs?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/6kNA9-WYOpw?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/Hk3i7-gkQ0A?feature=oembed,YouTube,YouTube,,
Nationalmuseum,nationalmuseum,Sweden,Europe,SE-00000028846,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028846,True,True,https://www.nationalmuseum.se/forska-och-studera/arkiv,YouTube,https://www.youtube.com/embed/RGdv2R3z0u8?feature=oembed,YouTube,YouTube,,
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://youtube.com/embed/rpbG964pgfU?rel=0,YouTube,YouTube,,
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://youtube.com/embed/kZ5Vm-H3ESY?rel=0,YouTube,YouTube,,
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://youtube.com/embed/oazYVTJpfzc?rel=0,YouTube,YouTube,,
Västerås stadsarkiv,v-ster-s-stadsarkiv,Sweden,Europe,SE-00000028724,County/local authority archives,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=SE-00000028724,True,True,https://www.vasteras.se/kommun-och-politik/stadsarkivet.html,YouTube,https://youtube.com/embed/SayBy_XZhN8?rel=0,YouTube,YouTube,,
