institution,slug,country,continent,repository_code,archive_type,ppa_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2746775&s='LaQKE',Registo audiovisual : Teatro e atividades,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2746775; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2746775,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1227644&s='LaQKE',BMLReq 50-2008 material sala audiovisual,audiovisual,registro descritivo recuperado; registro PPA oai:description:1227644; fonte agregada: Câmara Municipal de Leiria; descrição: INT - Correspondência Interna REQU - Requisição,2008-10-27/2008-10-27
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Cascais,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Ax-arq.cm-cascais.pt%3A62445&s='LaQKE',"ICAM - INSTITUTO DO CINEMA, AUDIOVISUAL E MULTIMÉDIA",audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:x-arq.cm-cascais.pt:62445; fonte agregada: Câmara Municipal de Cascais; registro original: https://arquivodigital.cascais.pt/xarqweb/Result.aspx?id=62445&type=PCD,1980-01-01/2000-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A790603&s='LaQKE',Envia declaração de compra de material audiovisual,audiovisual,registro descritivo recuperado; registro PPA oai:description:790603; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CAR - Carta,2003-04-22/2003-04-22
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745004&s='LaQKE',Registo audiovisual : Conto infantil contado por alunos,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745004; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745004,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745158&s='LaQKE',Registo audiovisual : Festa de Natal de 2005,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745158; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745158,2005-12-16/2005-12-16
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745353&s='LaQKE',Registo audiovisual : Festa da Flor de 1994,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745353; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745353,1994-01-01/1994-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745293&s='LaQKE',Registo audiovisual : Festa de Natal de 1997,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745293; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745293,1997-12-17/1997-12-17
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745295&s='LaQKE',Registo audiovisual : Festa de Natal de 1998,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745295; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745295,1998-01-01/1998-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745292&s='LaQKE',Registo audiovisual : Festa de Natal de 1997,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745292; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745292,1997-12-17/1997-12-17
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2745289&s='LaQKE',Registo audiovisual : Festa de Natal de 1996,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2745289; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2745289,1996-12-19/1996-12-19
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo e Biblioteca da Madeira,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FABM%3A2746790&s='LaQKE',Registo audiovisual : Missa do dia do Colégio,audiovisual,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/ABM:2746790; fonte agregada: Arquivo e Biblioteca da Madeira; registro original: https://arquivo-abm.madeira.gov.pt/descriptions/2746790,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A816814&s='LaQKE',Apresentação da Versão 2003 - Equipamento Audiovisual,audiovisual,registro descritivo recuperado; registro PPA oai:description:816814; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CAR - Carta,2003-08-20/2003-08-20
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1238615&s='LaQKE',Apetrechamento audiovisual da escola de Touria,audiovisual,registro descritivo recuperado; registro PPA oai:description:1238615; fonte agregada: Câmara Municipal de Leiria; descrição: INT - Correspondência Interna REQU - Requisição,2008-12-22/2008-12-22
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1332425&s='LaQKE',Req-56-Centro Escolar Dr. Correia Mateus - Material Audiovisual,audiovisual,registro descritivo recuperado; registro PPA oai:description:1332425; fonte agregada: Câmara Municipal de Leiria; descrição: INT - Correspondência Interna REQU - Requisição,2010-03-31/2010-03-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_139248&s='CNSng',Nova Unha de Gato: abrindo janelas para a solidariedade,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_139248; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/nova-unha-de-gato-abrindo-janelas-para-a-solidariedade,2015-01-01/2015-12-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_139247&s='CNSng',Sua missão é o próprio amor,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_139247; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/sua-miss-o-o-pr-prio-amor,2016-01-01/2016-12-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_139250&s='CNSng',Emergencia y reconstrucción del Sur: sistematización del trabajo realizado por Cáritas del Perú,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_139250; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/emergencia-y-reconstrucci-n-del-sur-sistematizaci-n-del-trabajo-realizado-por-c-ritas-del-per,2008-01-01/2008-12-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_139249&s='CNSng',Le famiglie del mondo per le famiglie della Siria,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_139249; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/le-famiglie-del-mondo-per-le-famiglie-della-siria,2013-01-01/2013-12-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Universidade do Porto,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Arepositorio-tematico.up.pt%3A10405%2F3797&s='CNSng',"Universidade do Porto : Novas instalações da Faculdade de Letras : Pólo III : Programa preliminar : Central "" Video "" : Difusão de informação "" Video "" : Espaço n.ºs 57-58-59",video,registro descritivo com ligação à fonte original detectada; registro PPA oai:repositorio-tematico.up.pt:10405/3797; fonte agregada: Universidade do Porto; registro original: http://hdl.handle.net/10405/3797,1983-01-01/1983-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FMGMR%3A514369&s='CNSng',Cassetes vídeo - VHS,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/MGMR:514369; fonte agregada: Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães; registro original: https://archeevo.amap.pt/descriptions/514369; descrição: Constituída por cassetes vídeo - VHS.,1971-01-01/2019-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_131445&s='CNSng',[Estudos sobre mendicidade e bairros sociais],video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_131445; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/estudos-sobre-mendicidade-e-bairros-sociais,1979-01-01/1985-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3APT%2FAMAP%3A261945&s='CNSng',Cassetes de vídeo,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:PT/AMAP:261945; fonte agregada: Arquivo Municipal Alfredo Pimenta. Câmara Municipal de Guimarães; registro original: https://archeevo.amap.pt/descriptions/261945; descrição: Constituída por cassetes de vídeo com produções de propaganda eleitoral.,1985-01-01/1986-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Universidade do Porto,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Arepositorio-tematico.up.pt%3A10405%2F5816&s='CNSng',U.P. : Faculdade de Medicina Dentária : Projecto de execução de inst[alações] eléctricas : Planta do piso 2 : Sistema de video e detecção de intrusão : Des. 29 IE,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:repositorio-tematico.up.pt:10405/5816; fonte agregada: Universidade do Porto; registro original: http://hdl.handle.net/10405/5816,1990-01-01/1990-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_139246&s='CNSng',Vídeo -cartas no Semi-árido Brasileiro,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_139246; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/v-deo-cartas-no-semi-rido-brasileiro,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136316&s='CNSng',Registos vídeo,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136316; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/registos-video,1982-01-01/1982-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A742764&s='CNSng',"REq256-02-Tv, video",video,registro descritivo recuperado; registro PPA oai:description:742764; fonte agregada: Câmara Municipal de Leiria; descrição: INT - Correspondência Interna OUT - Outros,2002-08-29/2002-08-29
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_135342&s='CNSng',Do sonho à realidade: vídeo institucional sobre a Cáritas Brasileira,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_135342; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/do-sonho-a-realidade-video-institucional-sobre-a-caritas-brasileira,2000-01-11/2000-01-11
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A540543&s='CNSng',Solicita um video .,video,registro descritivo recuperado; registro PPA oai:description:540543; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CT/OF - Oficio Referência: 144,1999-05-19/1999-05-19
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1719811&s='CNSng',"INT-2002/007191-Req256-02- Tv, video",video,registro descritivo recuperado; registro PPA oai:description:1719811; fonte agregada: Câmara Municipal de Leiria,2002-08-29/2002-08-29
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1890837&s='CNSng',ENT - 2006/26856-Propostas - DVD VIDEO,video,registro descritivo recuperado; registro PPA oai:description:1890837; fonte agregada: Câmara Municipal de Leiria,2006-10-31/2006-10-31
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A659100&s='CNSng',reportagem em video,video,registro descritivo recuperado; registro PPA oai:description:659100; fonte agregada: Câmara Municipal de Leiria; descrição: INT - Correspondência Interna OUT - Outros,2001-06-15/2001-06-15
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A714011&s='CNSng',Envia video show reel.,video,registro descritivo recuperado; registro PPA oai:description:714011; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CT/OF - Oficio Referência: carta de 19/3/2002,2002-03-27/2002-03-27
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A666005&s='CNSng',Cedência do video finish,video,registro descritivo recuperado; registro PPA oai:description:666005; fonte agregada: Câmara Municipal de Leiria; descrição: SAI - Saída de correspondência FAX - Faxes,2001-07-23/2001-07-23
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136272&s='CNSng',Cáritas - Os primeiros vinte anos da Cáritas,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136272; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/caritas-portuguesa-8,1964-01-01/1964-01-01
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Centro de Estudos de História Religiosa. Universidade Católica Portuguesa,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Apapir.cehr.ft.ucp.pt%3A_136317&s='CNSng',Aspettando la pioggia,video,registro descritivo com ligação à fonte original detectada; registro PPA oai:papir.cehr.ft.ucp.pt:_136317; fonte agregada: Centro de Estudos de História Religiosa. Universidade Católica Portuguesa; registro original: https://papir.cehr.ft.ucp.pt/index.php/aspettando-la-pioggia,
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A592806&s='CNSng',Aquisição de um video porteiro,video,registro descritivo recuperado; registro PPA oai:description:592806; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa FAX - Faxes,2000-06-09/2000-06-09
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1717405&s='CNSng',"ENT-2002/021780 - Video , TV e Aparelhagem",video,registro descritivo recuperado; registro PPA oai:description:1717405; fonte agregada: Câmara Municipal de Leiria,2002-07-29/2002-07-29
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A848700&s='CNSng',Apresentação de Produtos - Video Paineis,video,registro descritivo recuperado; registro PPA oai:description:848700; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CT/OF - Oficio,2004-01-20/2004-01-20
Portal Português de Arquivos,portal-portugues-arquivos,Portugal,Europe,PT-PPA,National archival aggregator,https://portal.arquivos.pt/,True,True,Câmara Municipal de Leiria,Portal Português de Arquivos,https://portal.arquivos.pt/record?id=oai%3Adescription%3A1076070&s='CNSng',Propostas de aquisições ( DVD VIDEO ),video,registro descritivo recuperado; registro PPA oai:description:1076070; fonte agregada: Câmara Municipal de Leiria; descrição: ENT - Entrada de Correspondência Diversa CT/OF - Oficio Referência: carta+mat. promocional,2006-10-31/2006-10-31
