institution,slug,country,continent,repository_code,archive_type,filmarchiv_austria_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02ys0gMOwI15zecu47QExW,Vor 40 Jahren: Rainhard Fendrich Kinostar,Historische Filmdokumente; país: Österreich; ano: 1985; produção: Austria Wochenschau,"Im Premierenjahr 1985 noch kontroversiell aufgenommen, gilt Franz Novotny COCONUTS mit Rainhard Fendrich in seiner einzigen Kinofilmrolle längst als Perle des österreichischen Genre-Kinos. Im Beitrag des SCOPE-Kinomagazins über die Welturaufführung im Wiener Apollo-Kino dreht sich vieles um Geld: „Der Film hat so viel gekostet wie der Trailer zu einem James-Bond-Film oder ein halber Straßenbahnwaggon“, merkt Regisseur Franz Novotny launig an und ergänzt, „dass man in Österreich billig Filme produzieren kann, weil die Leute weniger kosten als in Amerika“. | título original: Premiere Coconuts (Scope 4/1985) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35mm Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria, © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1985
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zGWNSr2IZqTDY76jlHML,Vor 40 Jahren: Wiener TERMINATOR-Premiere mit Arnold Schwarzenegger,Historische Filmdokumente; país: Österreich; ano: 1985; produção: Austria Wochenschau,"Der 1984 produzierte Science-Fiction-Film TERMINATOR gilt heute als Kultfilm, der das Genre geprägt hat, 1991 und 2003 wurden zwei Fortsetzungen gedreht. Mit der Übernahme der Hauptrolle gelang Arnold Schwarzenegger der endgültige Durchbruch in Hollywood, legendär wurde sein Filmzitat »I’ll be back«. Zur Österreich-Premiere im Wiener Haydn-Kino erschien der steirische Weltstar im März 1985 höchstpersönlich. | título original: ARNOLD SCHWARZENEGGER: ""TERMINATOR"" und Eröffnung Saal Haydn-Kino (Scope 12/1985) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1985
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_0315NKLXCPyE5BsDhwPWgf,Computer-Spiele und -Bildung. PCs erobern den Alltag,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Im Jahr 1984 sind die Computer längst in der Mitte der Gesellschaft angekommen. Die nun schon kleineren und leistungsfähigeren Geräte erobern immer neue Bereiche der Alltagskultur, Computerspiele begeistern Kinder und Jugendliche. Unterrichtsminister Herbert Moritz (SPÖ) reagiert auf die IT-Revolution mit einem Projekt zur Integration von Computern in der Schule. In einem eigenen Unterrichtsfach soll der richtige Umgang mit PCs vermittelt werden. Und in den Ferien bieten sich Computer-Camps zur spielerischen Fortbildung an. | título original: Scope Nr. 41/1984 | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_031RB0DLEuZAH7KmbouN6P,Die Kunst der Frauen – VALIE EXPORT & Co.,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"»Kunst ist eine Auseinandersetzung mit inneren Vorgängen, wie sie auch von äußeren Bedingungen her geprägt sind«, reflektiert die renommierte Psychoanalytikerin Margarete Mitscherlich in diesem Beitrag des Kinomagazins SCOPE. Der Bericht über die Ausstellung »Brennpunkt – Kunst von Frauen« in der Wiener Sezession spricht dann auch das emanzipatorische Potenzial an, das weibliche Kunst zumindest sichtbar machen kann. VALIE EXPORT reflektiert dabei über die Möglichkeiten des feministischen Filmemachens und Margarete Mitscherlich resümiert: »Ohne Macht, wie immer man sie verwendet, kommen auch Frauen nicht aus und sie können natürlich Macht übernehmen, ich hoffe anders als die Männer sie bisher übernommen haben.« | título original: Kunst von Frauen (Scope 46/1984) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032BHLxjb2SB4GTKCjvCDr,Die Rosa Lila Villa an der Linken Wienzeile,Historische Filmdokumente; país: Österreich; ano: 1984; direção: Tamara Euller; produção: Abteilung Film und Fernsehen an der Hochschule für Musik und darstellende Kunst,"Die »Rosa Lila Villa« ging aus der Hausbesetzerszene der frühen 1980er-Jahre hervor. 1982 wurde das zum Abriss bestimmte Haus an der Linken Wienzeile von Aktivisten der frühen Lesben- und Schwulenbewegung okkupiert. Nach Verhandlungen mit der Stadt Wien erreichte der Verein »Rosa Lila Tip« eine vertragliche Einigung, das Haus in Selbstverwaltung weiternutzen zu können. Heute hat sich die kurz »Villa« genannte Institution als Zentrum der LGBTIQ-Community in Wien etabliert und bietet ein breites Spektrum an Selbsthilfegruppen, Beratungen und kollektive Wohnmöglichkeiten. Dieser an der Wiener Filmakademie entstandene Dokumentarfilm porträtiert das Alltagsleben in der Rosa Lila Villa kurz nach der Gründung. | título original: Rosa Lila Vila | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 16-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02ys0KhEAbPT9skdAYFRS6,Industriekrise in Steyr,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Im Jänner 1984 spitzt sich die Industriekrise zu, in den Steyr-Daimler-Puch-Werken drohen über 800 Kündigungen. Bundeskanzler Sinowatz und Vizekanzler Steger beriefen in Steyr eine Regierungsklausur ein und besuchten das in die Krise gekommene Werk. Gesucht wird auch der Kontakt mit der Bevölkerung um „Stimmung und Lebenseinstellung“ (Kommentar SCOPE) kennenzulernen. Die zuvor diskutierte Einführung einer 35-Stunden-Woche schien vom Tisch zu sein. | título original: Regierung tagt in Steyr (Scope 4/1984) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35mm Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria, © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_030YJlzvElOVJJmSjxHeLR,Niki Lauda gewinnt am Österreich-Ring,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Der Große Preis von Österreich 1984 fand am 19. August in Zeltweg statt und war das 400. Grand-Prix-Rennen der Formel-1-Geschichte. Zum Favoritenkreis zählte Niki Lauda, der das Rennen vom vierten Startplatz in Angriff nahm. Lauda gelang es in den 40 Runden, auf den Führenden Nelson Piquet aufzuschließen und ihn dann auch zu überholen. Mit diesem bislang einzigen Formel-1-Sieg eines Österreichers beim Heim-Grand-Prix legte Niki Lauda den Grundstein für seinen dritten Weltmeistertitel. Erstmals am Start bei einem Formel-1-Rennen war in Zeltweg Gerhard Berger, der später zum bis dato letzten österreichischen Siegfahrer in der Königsklasse des Motorsports wurde. | título original: NIKI NATIONALE - mit Herz und Hirn zum 3. Mal Weltmeister (Scope 1/1985) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032HUbobsX6GjNsDw9Dkct,Olympische Winterspiele in Sarajevo,Historische Filmdokumente; ano: 1984; produção: Austria Wochenschau,"Die 19. Olympischen Winterspiele fanden von 8. bis 19. Februar 1984 in der damals noch zu Jugoslawien gehörenden bosnischen Hauptstadt Sarajevo statt. 70 Jahre nach der Ermordung des österreichischen Thronfolgers Franz Ferdinand stand die knapp 300.000 Einwohner:innen zählende Stadt wieder im Blickpunkt der Weltöffentlichkeit. Die Durchführung der Winterspiele sollte den Tourismus ankurbeln, finanziert wurde die Großveranstaltung hauptsächlich durch Abgaben der lokalen Bevölkerung. Zu den Olympischen Winterspielen 1984 präsentiert sich das orientalisch anmutende Sarajevo tief verschneit. Bei den aufwendigen Räumungseinsätzen kamen auch Steyr-Schneepflüge mit österreichischem Fahrpersonal zum Einsatz. Die Reportage des Kinomagazins SCOPE blickt hinter die Kulissen der Spiele und zeigt das gesellschaftliche Leben in der Stadt. Die sportliche Bilanz fiel für Österreich enttäuschend aus, lediglich eine Bronzemedaille durch Anton Steiner in der Herrenabfahrt konnte errungen werden. | título original: (Scope Nr. 09/1984) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2026 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02zXdFn5fyFaHaXIu1kVll,Saurer Regen,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Anfang der 1980er-Jahre wurde der saure Regen zum Synonym für die Umweltzerstörung. Durch die Verbrennung fossiler Brennstoffe gelangten große Mengen an Schwefel in die Atmosphäre. Dies führte zum Sterben von Bäumen und ganzen Wäldern. Als Reaktion darauf wurden zahlreiche Maßnahmen gesetzt: von der Einführung des Katalysators für Kraftfahrzeuge bis hin zu Abgasreinigungsanlagen in der Industrie. Und auch das Bewusstsein begann sich zu verändern. Erstmals schien die Erfolgsgeschichte von Wirtschaftswachstum und Wohlstand in Frage gestellt. | título original: SAURER REGEN - Sintflut der Zivilisation? (Scope 10/1984) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 16-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2025 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_02yk7xa82OP5PCRw2WvbJR,Vor 40 Jahren: Hollywood in Österreich,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Anfang 1985 wird auf der niederösterreichischen Burg Kreuzenstein und im burgenländischen Rust das Hollywood-Serial PETER THE GREAT gedreht. Für die opulente Verfilmung der Biografie des ersten russischen Kaisers wurden Superstars wie Vanessa Redgrave, Omar Sharif, Maximilian Schell, Laurence Olivier, Trevor Howard, Ursula Andress oder Hanna Schygulla engagiert. 500 Komparsen, 70 Pferde und 40 Kutschen kamen dabei zum Einsatz. Insgesamt gastierte das Filmteam 9 Monate in Österreich und investierte hier 540 Millionen Schilling. | título original: Hollywood in Österreich (Scope 2/1985) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35mm Positiv, Sammlung Filmarchiv Austria | restauração: © Filmarchiv Austria, 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
Filmarchiv Austria,filmarchiv-austria,Austria,Europe,AT-FILMARCHIV-AUSTRIA,National film archive with public Filmarchiv ON streaming surface,https://www.filmarchiv.at/,True,True,https://www.filmarchiv.at/de/filmarchiv-on,Filmarchiv ON,https://www.filmarchiv.at/de/filmarchiv-on/video/f_032BGJ52S3dOSILr94mFvd,»Aktion 8000«: Kampf gegen die Arbeitslosigkeit,Historische Filmdokumente; país: Österreich; ano: 1984; produção: Austria Wochenschau,"Als sich Anfang der 1980er-Jahre das Ende der Vollbeschäftigung abzeichnete, rief Sozialminister Alfred Dallinger (SPÖ) im Rahmen seiner »experimentellen Arbeitsmarktpolitik« die »Aktion 8000« zur Schaffung neuer, gemeinnütziger Jobs ins Leben; zwischen 1983 und 1995 wurden 40.000 Personen gefördert. Ziel war es, sinnvolle Beschäftigungsmöglichkeiten für Langzeitarbeitslose und arbeitslose Jugendliche in Bereichen wie Umweltschutz, Dorferneuerung, Kunst und Kultur oder bei den sozialen Diensten anzubieten. Gemeinden, Vereine und gemeinnützige Einrichtungen erhielten zwei Drittel der Lohnkosten ersetzt. Laut Schätzungen des Arbeitsmarktservice Österreich konnten mit diesem Programm rund 11.500 dauerhafte Arbeitsplätze geschaffen werden. | título original: ARBEITSWELT: Kein Platz für Junge ? - Jugendarbeitslosigkeit (Scope 31/1984) | categoria Filmarchiv ON: Historische Filmdokumente | fonte: 35-mm-Positiv, Sammlung Filmarchiv Austria | restauração: Filmarchiv Austria © 2024 | acesso público online detectado na superfície Filmarchiv ON; mídia não baixada.",1984
