institution,slug,country,continent,repository_code,archive_type,cinememoire_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2886,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-014-Streaming.mp4,Ski (sombre),"Document brut | | | Film de famille; Enfant | | | Chute | | | Ski alpin | Fermer; Enfant, Chute, Ski alpin, Image sombre, Document brut, Film de famille",Registro público do catálogo Cinémémoire. | sequência: 001-014 | duração: 1' 21'' | formato: 8 mm | som/cor: Muet - Couleur | gênero: Document brut | | | Film de famille | descritores: Enfant | | | Chute | | | Ski alpin | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-014-Streaming.jpg | fonte de vídeo: video/mp4 | .,Années 60,Ski (sombre),Années 60,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=4611,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/002-001-Streaming.mp4,Tiurai Tahiti Festival,"Tahiti | | | Océan Pacifique; Document brut | | | Film amateur; Montagne | | | Paysage rural; Flore | | | Palmier | | | Spectacle | | | Spectacle de danse | | | Danse | | | Musique | | | Danse traditionnelle | | | Festival | | | Bateau | | | Cargo | | | Pirogue | | | Port de pêche | | | Foule | | | Fête folklorique | | | Concours | | | Rencontre sportive | | | Tenue traditionnelle | | | Sport | | | Course (sport) | | | Drapeau français | | | Autochtone | Fermer; Flore, Palmier, Spectacle, Spectacle de danse, Danse, Musique, Danse traditionnelle, Festival, Bateau, Cargo, Pirogue, Port de pêche, Foule, Fête folklorique, Concours, Rencontre sportive, Tenue traditionnelle, Sport, Course (sport), Drapeau français, Autochtone, Tahiti, Océan Pacifique, Vue extérieure, Dominante rouge, Document brut, Film amateur, Montagne, Paysage rural","Registro público do catálogo Cinémémoire. | sequência: 002-001 | duração: 20' 31'' | formato: 8 mm | som/cor: Muet - Couleur | geografia: Tahiti | | | Océan Pacifique | gênero: Document brut | | | Film amateur | toponímia: Montagne | | | Paysage rural | descritores: Flore | | | Palmier | | | Spectacle | | | Spectacle de danse | | | Danse | | | Musique | | | Danse traditionnelle | | | Festival | | | Bateau | | | Cargo | | | Pirogue | | | Port de pêche | | | Foule | | | Fête folklorique | | | Concours | | | Rencontre sportive | | | Tenue traditionnelle | | | Sport | | | Course (sport) | | | Drapeau français | | | Autochtone | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/002-001-Streaming.jpg | fonte de vídeo: video/mp4 | Lors du Festival du Tiurai à Tahiti, des jeunes hommes portant chacun une couronne de fleur traditionnelle retirent la chair de plusieurs noix de coco et...",Années 60,Tiurai Tahiti Festival,Années 60,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2881,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-009-Streaming.mp4,Pélissane,"Salon-de-Provence | | | Pélissane; Document brut; Enfant | | | Manège (forain) | Fermer; Enfant, Manège (forain), Salon-de-Provence, Pélissane, Image sombre, Image surexposée, Image qui saute, Image voilée, Document brut",Registro público do catálogo Cinémémoire. | sequência: 001-009 | duração: 4' 8'' | formato: 8 mm | som/cor: Muet - Couleur | geografia: Salon-de-Provence | | | Pélissane | gênero: Document brut | descritores: Enfant | | | Manège (forain) | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-009-Streaming.jpg | fonte de vídeo: video/mp4 | Salon - Pélissane. camping - manège pour enfant et poney.,1979,Pélissane,1979-01-01,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2880,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-008-Streaming.mp4,Un enfant apprend le vélo,"Document brut | | | Film de famille; Enfant (en bas-âge) | | | Enfant | | | Immeuble | | | Piscine (gonflable) | Fermer; Enfant (en bas-âge), Enfant, Immeuble, Piscine (gonflable), Image sombre, Perforation, Image voilée, Pellicule brûlée, Document brut, Film de famille",Registro público do catálogo Cinémémoire. | sequência: 001-008 | duração: 5' 48'' | formato: 8 mm | som/cor: Muet - Couleur | gênero: Document brut | | | Film de famille | descritores: Enfant (en bas-âge) | | | Enfant | | | Immeuble | | | Piscine (gonflable) | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-008-Streaming.jpg | fonte de vídeo: video/mp4 | Perforation / pois / bicyclette / trottoir.,1979,Un enfant apprend le vélo,1979-01-01,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2882,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-010-Streaming.mp4,Valberg,"Alpes-Maritimes-06; Document brut | | | Film de famille; Fortification | | | Citadelle | | | Pont levis | | | Village | | | Borne | | | Panneau indicateur | | | Toboggan | | | Peugeot | Fermer; Fortification, Citadelle, Pont levis, Village, Borne, Panneau indicateur, Toboggan, Peugeot, Alpes-Maritimes-06, Image qui saute, Document brut, Film de famille",Registro público do catálogo Cinémémoire. | sequência: 001-010 | duração: 3' 9'' | formato: 8 mm | som/cor: Muet - Couleur | geografia: Alpes-Maritimes-06 | gênero: Document brut | | | Film de famille | descritores: Fortification | | | Citadelle | | | Pont levis | | | Village | | | Borne | | | Panneau indicateur | | | Toboggan | | | Peugeot | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-010-Streaming.jpg | fonte de vídeo: video/mp4 | Valberg / vauban / mercantour /.,1979,Valberg,1979-01-01,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2878,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-006-Streaming.mp4,Jour de mariage (images rouges),"France; Document brut | | | Film de famille; Sourire | | | Jardin (maison) | | | Tenue de noce | | | Mariage | Fermer; Sourire, Jardin (maison), Tenue de noce, Mariage, France, Dominante rouge, Document brut, Film de famille","Registro público do catálogo Cinémémoire. | sequência: 001-006 | duração: 2' 20'' | formato: Super 8 | som/cor: Muet - Couleur | geografia: France | gênero: Document brut | | | Film de famille | descritores: Sourire | | | Jardin (maison) | | | Tenue de noce | | | Mariage | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-006-Streaming.jpg | fonte de vídeo: video/mp4 | Marié / Pellicule virée. Jour de mariage, les mariés sont heureux.pose dans le parc, baisé.",1978 | 1979,Jour de mariage (images rouges),1978 | 1979,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2876,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-004-Streaming.mp4,Partie de pétanque,"Sud de la France; Document brut | | | Film amateur; Homme | | | Femme | | | Village | | | Sport d'adresse | | | Sport d'équipe | | | Boulodrome | | | Loisir de plein air | | | Jeu de boule | | | Pétanque | | | Pantalon pattes d éléphant | Fermer; Homme, Femme, Village, Sport d'adresse, Sport d'équipe, Boulodrome, Loisir de plein air, Jeu de boule, Pétanque, Pantalon pattes d éléphant, Sud de la France, Vue extérieure, Document brut, Film amateur",Registro público do catálogo Cinémémoire. | sequência: 001-004 | duração: 3' 21'' | formato: Super 8 | som/cor: Muet - Couleur | geografia: Sud de la France | gênero: Document brut | | | Film amateur | descritores: Homme | | | Femme | | | Village | | | Sport d'adresse | | | Sport d'équipe | | | Boulodrome | | | Loisir de plein air | | | Jeu de boule | | | Pétanque | | | Pantalon pattes d éléphant | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-004-Streaming.jpg | fonte de vídeo: video/mp4 | Boulodrome / platane / parapluie / valise. Rassemblement au boulodrome autour d'une partie de pétanque. L'équipe des parapluies contre l'équipe des valises.,1977 | 1978,Partie de pétanque,1977 | 1978,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2874,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-002-Streaming.mp4,Maison en rénovation,"France | | | Sud-Est de la France; Document brut | | | Film de famille; Homme | | | Femme | | | Habitation individuelle | | | Habitation rurale | | | Construction | | | Restauration (bâtiment) | | | Camionnette | | | Maison de campagne | | | Barbe | Fermer; Homme, Femme, Habitation individuelle, Habitation rurale, Construction, Restauration (bâtiment), Camionnette, Maison de campagne, Barbe, France, Sud-Est de la France, Vue extérieure, Image sombre, Pixillation, Document brut, Film de famille",Registro público do catálogo Cinémémoire. | sequência: 001-002 | duração: 2' 15'' | formato: Super 8 | som/cor: Muet - Couleur | geografia: France | | | Sud-Est de la France | gênero: Document brut | | | Film de famille | descritores: Homme | | | Femme | | | Habitation individuelle | | | Habitation rurale | | | Construction | | | Restauration (bâtiment) | | | Camionnette | | | Maison de campagne | | | Barbe | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-002-Streaming.jpg | fonte de vídeo: video/mp4 | Effet pixillation / barbe collier / coudière / pièce de coude. Vues d'une maison en travaux restaurés par de jeunes adultes.,1976 | 1977 | 1978,Maison en rénovation,1976 | 1977 | 1978,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2873,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-001-Streaming.mp4,Repas de famille en sous bois,"France | | | Bouches-du-Rhône-13; Document brut | | | Film de famille; Campagne | | | Bois; Famille étendue | | | Famille nucléaire | | | Grand-parent | | | Repas familial | | | Arbre | | | Plante à fleur | | | Anniversaire | | | Classe moyenne | | | Joie | | | Jardin (maison) | | | Faux | | | Matériel de jardin | | | Chaise pliante | | | Tondeuse à gazon | | | Champagne (bouteille) | | | Peugeot | | | DS | | | Pâtisserie (nourriture) | Fermer; Famille étendue, Famille nucléaire, Grand-parent, Repas familial, Arbre, Plante à fleur, Anniversaire, Classe moyenne, Joie, Jardin (maison), Faux, Matériel de jardin, Chaise pliante, Tondeuse à gazon, Champagne (bouteille), Peugeot, DS, Pâtisserie (nourriture), France, Bouches-du-Rhône-13, Vue extérieure, Image de bonne qualité, Document brut, Film de famille, Campagne, Bois",Registro público do catálogo Cinémémoire. | sequência: 001-001 | duração: 3' 30'' | formato: Super 8 | som/cor: Muet - Couleur | geografia: France | | | Bouches-du-Rhône-13 | gênero: Document brut | | | Film de famille | toponímia: Campagne | | | Bois | descritores: Famille étendue | | | Famille nucléaire | | | Grand-parent | | | Repas familial | | | Arbre | | | Plante à fleur | | | Anniversaire | | | Classe moyenne | | | Joie | | | Jardin (maison) | | | Faux | | | Matériel de jardin | | | Chaise pliante | | | Tondeuse à gazon | | | Champagne (bouteille) | | | Peugeot | | | DS | | | Pâtisserie (nourriture) | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-001-Streaming.jpg | fonte de vídeo: video/mp4 | Table de jardin / bretelles / paquet / marche arrière / habit coloré / couleur / bonne humeur / convivialité /. Un repas en famille dans une maison de...,1976 | 1977 | 1978,Repas de famille en sous bois,1976 | 1977 | 1978,Filme amador e memória familiar,Arquivo audiovisual institucional
Cinémémoire,cin-m-moire,France,Europe,FR-CINEMEMOIRE,Institutional amateur and family film archive,https://cinememoire.net/archives-cinememoire-ligne/archives-cinememoire-ligne,True,True,https://cinememoire.net/notice?num_seq=2875,Cinémémoire,https://cinememoire.net/streaming/cinememoire/sequences/001-003-Streaming.mp4,Vacances au vert,"France; Document brut | | | Film de famille | | | Film de vacances; Bois | | | Lac | | | Rivière | | | Paysage rural; Arbre | | | Conifère | | | Enfant | | | Mairie | | | Ruine | | | Construction en pierre | | | Château fort | | | Pic-nic | | | Costume de bain | | | Vacances | | | Tourisme | | | Lunettes de soleil | Fermer; Arbre, Conifère, Enfant, Mairie, Ruine, Construction en pierre, Château fort, Pic-nic, Costume de bain, Vacances, Tourisme, Lunettes de soleil, France, Vue extérieure, Image de bonne qualité, Image floue, Document brut, Film de famille, Film de vacances, Bois, Lac, Rivière, Paysage rural","Registro público do catálogo Cinémémoire. | sequência: 001-003 | duração: 3' 4'' | formato: Super 8 | som/cor: Muet - Couleur | geografia: France | gênero: Document brut | | | Film de famille | | | Film de vacances | toponímia: Bois | | | Lac | | | Rivière | | | Paysage rural | descritores: Arbre | | | Conifère | | | Enfant | | | Mairie | | | Ruine | | | Construction en pierre | | | Château fort | | | Pic-nic | | | Costume de bain | | | Vacances | | | Tourisme | | | Lunettes de soleil | Fermer | poster: https://cinememoire.net/streaming/cinememoire/sequences/001-003-Streaming.jpg | fonte de vídeo: video/mp4 | Arbre déraciné / souche / racine / chemise / R / mur / radeau /. Une famille en vacances se promène, il y a des arbres déracinés. Visite d'un chateau fort...",1976 | 1977 | 1978,Vacances au vert,1976 | 1977 | 1978,Filme amador e memória familiar,Arquivo audiovisual institucional
