institution,slug,country,continent,repository_code,ape_detail_url,archive_type,external_url,website_available,content_available_in_ape
Stadsarchief Deventer,stadsarchief-deventer,Netherlands,Europe,NL-DvSA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-DvSA,,http://www.historischcentrumoverijssel.nl,True,True
Stadsarchief Rotterdam,stadsarchief-rotterdam,Netherlands,Europe,NL-RtGAR,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-RtGAR,,http://www.gemeentearchief.rotterdam.nl,True,True
Streekarchief Langstraat Heusden Altena,streekarchief-langstraat-heusden-altena,Netherlands,Europe,NL-HdnSALHA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-HdnSALHA,County/local authority archives,https://salha.nl/,True,True
Streekarchief Rijnlands Midden,streekarchief-rijnlands-midden,Netherlands,Europe,NL-AlSARM,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-AlSARM,,http://www.groenehartarchieven.nl,True,True
Streekarchief Voorne-Putten en Rozenburg,streekarchief-voorne-putten-en-rozenburg,Netherlands,Europe,NL-BleSAVPR,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-BleSAVPR,,http://www.streekarchiefvpr.nl,True,True
Tresoar (Fries Historisch en Letterkundig Centrum),tresoar-fries-historisch-en-letterkundig-centrum,Netherlands,Europe,NL-04-0041-000,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-04-0041-000,Regional archives,https://www.tresoar.nl,True,True
Waterlands Archief,waterlands-archief,Netherlands,Europe,NL-PmWA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-PmWA,,http://www.waterlandsarchief.nl,True,True
"Waterschap Amstel, Gooi en Vecht",waterschap-amstel-gooi-en-vecht,Netherlands,Europe,NL-AsdWAGV,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-AsdWAGV,Regional archives,https://www.archieven.nl/mi/142/?mivast=142&mizig=391&miadt=142&milang=nl&miview=tbl,True,True
Waterschap Hunze en Aa's,waterschap-hunze-en-aa-s,Netherlands,Europe,NL-VdmWHA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-VdmWHA,,http://www.hunzeenaas.nl,True,True
Waterschap Noorderzijlvest,waterschap-noorderzijlvest,Netherlands,Europe,NL-GnWN,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-GnWN,,https://www.noorderzijlvest.nl,True,True
Waterschap Vechtstromen,waterschap-vechtstromen,Netherlands,Europe,NL-AmlWV,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-AmlWV,,https://www.vechtstromen.nl,True,True
Westfries Archief,westfries-archief,Netherlands,Europe,NL-HnWFA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-HnWFA,Municipal archives,http://www.westfriesarchief.nl,True,True
Wetterskip Fryslân,wetterskip-frysl-n,Netherlands,Europe,NL-LwWA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-LwWA,,http://www.wetterskipfryslan.nl,True,True
Zeeuws Archief,zeeuws-archief,Netherlands,Europe,NL-MdbZA,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NL-MdbZA,County/local authority archives,http://www.zeeuwsarchief.nl,True,True
Akershus fylkeskommune,akershus-fylkeskommune,Norway,Europe,NO-00000028842,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028842,,https://www.akershus.no,True,True
Akershusmuseet,akershusmuseet,Norway,Europe,NO-00000028270,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028270,Specialised non-governmental archives and archives of other cultural (heritage) institutions,https://www.akersmus.no/,True,True
Anno museum,anno-museum,Norway,Europe,NO-00000028912,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028912,,https://annomuseum.no/,True,True
Arbeiderbevegelsens arkiv i Hedmark,arbeiderbevegelsens-arkiv-i-hedmark,Norway,Europe,NO-00000028272,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028272,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",,False,True
Arbeiderbevegelsens arkiv i Telemark,arbeiderbevegelsens-arkiv-i-telemark,Norway,Europe,NO-00000028275,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028275,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",http://nia.museum.no/aat%0D%0A%0D%0AEpost:  post@a-arkiv.no%0D%0A%0D%0AMer informasjon%0D%0A%0D%0A%0D%0AArbeiderbevegelsens arkiv og bibliotek%0D%0A%0D%0APostadresse: Youngsgt 11 %0D%0A%0D%0APoststed: 0181 OSLO %0D%0A%0D%0ATelefon: 23061758 %0D%0A%0D%0ANettside:  ,True,True
Arbeiderbevegelsens arkiv og bibliotek,arbeiderbevegelsens-arkiv-og-bibliotek,Norway,Europe,NO-00000028271,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028271,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",http://www.arbark.no/,True,True
Arkiv i Nordland,arkiv-i-nordland,Norway,Europe,NO-00000028273,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028273,County/local authority archives,http://www.arkivinordland.no/,True,True
ARKIVET freds- og menneskerettighetssenter,arkivet-freds-og-menneskerettighetssenter,Norway,Europe,NO-00000028910,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028910,,https://arkivet.no/,True,True
Aust-Agder kulturhistoriske senter,aust-agder-kulturhistoriske-senter,Norway,Europe,NO-00000028276,https://www.archivesportaleurope.net/advanced-search/search-in-institutions/results-%28institutions%29/?repositoryCode=NO-00000028276,County/local authority archives,http://www.aaks.no/,True,True
