institution,slug,country,continent,repository_code,archive_type,far_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20160728112158152/Balande_03_F_03.mp4,J.C Dubois nous raconte le bidule de Gaston Balande,Documentaire; Art & culture; Inconnu INCONNU,"Registro de filme materializado no catálogo público MFNA/FAR. | Témoignage de J.C Dubois qui nous raconte dans l'ancienne maison de Balande à Lauzières une anecdote où il trouve Balande choqué par un article: ""Le Bidule"". Numérisé et mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01'51’’: Le Dr Dubois qui raconte dans l'ancienne maison de Balande à Lauzières une anecdote où il trouve Balande choqué par un article: ""Le Bidule"" | gênero: Documentaire | temas: Art & culture | duração: 0:01:51 | realização: Inconnu INCONNU | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/jc-dubois-nous-raconte-le-bidule-de-gaston-balande | miniatura: https://pill.far-asso.fr/videos/20160728112158152/cover/capture-d-----cran-2021-06-03----10.49.48.png",Années 2000
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20160728112158928/Balande_03_F_04.mp4,"Le père UBU, ou bidule à sa façon",Documentaire; Art & culture; Albert SUTRE,"Registro de filme materializado no catálogo público MFNA/FAR. | Albert Surtre nous raconte une anecdote sur ""Le père UBU"" tableau du célébre peintre Gaston Balande. Numérisé et mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01'33’’ : Générique et montage d'images de toiles, d'articles afin de parler du style de Gaston Balande. 01'33’’ à 02’05’’ : Formation à Paris et la légion d’honneur de Gaston Balande 02’05’’ à 04’30'’ : La critique s'enflamme pour l'art abstrait que Balande déteste 04’30’’ à 05’39’’ : Balande s'essaye discrètement à la peinture abstraite et découvre ""Le père Ubu"" (pièce maîtresse dans son oeuvre) qui déconcerte les gens. | gênero: Documentaire | temas: Art & culture | duração: 0:05:39 | realização: Albert SUTRE | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/le-pere-ubu-ou-bidule-a-sa-facon | miniatura: https://pill.far-asso.fr/videos/20160728112158928/cover/capture-d-----cran-2021-06-03----12.10.08.png",Années 2000
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20160728112159411/Balande_03_F_05.mp4,"Touches après Touches, les modèles du jardin de Gaston Balande",Amateur; Nature & environnement; Albert SUTRE,Registro de filme materializado no catálogo público MFNA/FAR. | Montage d'images de fleurs et de l'ancienne maison du peintre Gaston Balande à Lauzières Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01'45’’ : Montage d'images de fleurs et de sa maison à Lauzière sur une musique et sans commentaires. | gênero: Amateur | temas: Nature & environnement | formato original: 0 | duração: 0:01:45 | realização: Albert SUTRE | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/touches-apres-touches-les-modeles-de-son-jardin-2 | miniatura: https://pill.far-asso.fr/videos/20160728112159411/cover/capture-d-----cran-2021-06-03----14.08.23.png,Années 2000
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/2021092215100434/CREAV_02_F_29.mp4,Il était une fois la Cotinière,Reportage; Activité maritime; CREAV; Patrice MARCADÉ,Registro de filme materializado no catálogo público MFNA/FAR. | Reportage il était une fois la Cotinière par G. Labourasse. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 26’26’’ : Reportage il était une fois la Cotinière | gênero: Reportage | temas: Activité maritime | formato original: U-Matic | duração: 0:26:26 | realização: CREAV; Patrice MARCADÉ | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/il-etait-une-fois-la-cotiniere | miniatura: https://pill.far-asso.fr/videos/2021092215100434/cover/capture-d-----cran-2023-07-11----14.19.23.png,Années 1990
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/2021092215083927/CREAV_02_F_26.mp4,Pertuis,Reportage; Activité maritime; Activités & loisirs; CREAV; Patrice MARCADÉ,Registro de filme materializado no catálogo público MFNA/FAR. | Reportage sur le Pertuis dans le port martime de La Pallice. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 10’22’’ : Reportage sur le Pertuis dans le port martime de La Pallice | gênero: Reportage | temas: Activité maritime; Activités & loisirs | formato original: U-Matic | duração: 0:10:22 | realização: CREAV; Patrice MARCADÉ | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/creav-26 | miniatura: https://pill.far-asso.fr/videos/2021092215083927/cover/capture-d-----cran-2023-07-11----12.13.18.png,Années 1990
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20221115143910891/Bonnouvrier_01_F_07_1.mp4,Tournage du film « Das Boot » en 1981 #1,Amateur; Activité maritime; Fiction; Georges BONNOUVRIER,"Registro de filme materializado no catálogo público MFNA/FAR. | A bord de la vedette L’Ilienne louée par la Bavaria (société allemande) pour tourner le film «Das Boot» , réalisé par Wolfgang Petersen. Vue du sous-marin. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 06’48’’ : A bord de la vedette L’Ilienne louée par la Bavaria (société allemande) pour tourner le film «Das Boot», réalisé par Wolfgang Petersen. Equipe du film à bord. | gênero: Amateur | temas: Activité maritime; Fiction | formato original: 8mm | duração: 0:06:48 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/tournage-das-boot-en-1981 | miniatura: https://pill.far-asso.fr/videos/20221115143910891/cover/capture-d-----cran-2022-11-15----14.44.18.png",Années 1981
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20230109103344389/Bonnouvrier_01_F_10_14.mp4,A table !,"Amateur; Société (famille, mode, alimentation); Georges BONNOUVRIER","Registro de filme materializado no catálogo público MFNA/FAR. | Une petite fille mange en poire à table avec sa famille dans les années 1980. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01’01’’ : Une petite fille mange en poire à table avec sa famille dans les années 1980. | gênero: Amateur | temas: Société (famille, mode, alimentation) | formato original: 8mm | duração: 0:01:01 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/a-table | miniatura: https://pill.far-asso.fr/videos/20230109103344389/cover/capture-d-----cran-2023-01-09----10.36.30.png",Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/2021112912245371/Aujard_01_F_15.mp4,Baignade à La Rochelle,"Amateur; Société (famille, mode, alimentation); Activités & loisirs; Pierre AUJARD","Registro de filme materializado no catálogo público MFNA/FAR. | Port des Minimes et baignade des enfants sur une plage de La Rochelle dans les années 1980. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01'18’’ : Baignade des enfants sur une plage de La Rochelle dans les années 1980. | gênero: Amateur | temas: Société (famille, mode, alimentation); Activités & loisirs | formato original: Super 8mm | duração: 0:03:35 | realização: Pierre AUJARD | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/baignade-a-la-rochelle | miniatura: https://pill.far-asso.fr/videos/2021112912245371/cover/capture-d-----cran-2021-11-29----12.27.19.png",Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20221129111035797/Bonnouvrier_01_F_10_3.mp4,Baptême,"Amateur; Religion; Société (famille, mode, alimentation); Georges BONNOUVRIER","Registro de filme materializado no catálogo público MFNA/FAR. | Baptême d'une jeune fille dans les années 1980. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01’06’’ : Baptême d'une jeune fille dans les années 1980. | gênero: Amateur | temas: Religion; Société (famille, mode, alimentation) | formato original: 8mm | duração: 0:01:06 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/bapteme-3 | miniatura: https://pill.far-asso.fr/videos/20221129111035797/cover/capture-d-----cran-2022-11-29----11.12.36.png",Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20221201155943931/Bonnouvrier_01_F_10_10.mp4,Bébé,"Amateur; Société (famille, mode, alimentation); Georges BONNOUVRIER","Registro de filme materializado no catálogo público MFNA/FAR. | Bébé qui joue Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 00’31’’ : bébé qui joue, bug video | gênero: Amateur | temas: Société (famille, mode, alimentation) | formato original: 8mm | duração: 0:00:31 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/bebe | miniatura: https://pill.far-asso.fr/videos/20221201155943931/cover/capture-d-----cran-2023-01-10----15.08.50.png",Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20221129112818537/Bonnouvrier_01_F_10_6.mp4,Casse croute de bébé,"Amateur; Société (famille, mode, alimentation); Georges BONNOUVRIER","Registro de filme materializado no catálogo público MFNA/FAR. | Casse croute de bébé dans les années 1980. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01’00’’ : Casse croute de bébé dans les années 1980. | gênero: Amateur | temas: Société (famille, mode, alimentation) | formato original: 8mm | duração: 0:01:00 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/casse-croute-de-bebe | miniatura: https://pill.far-asso.fr/videos/20221129112818537/cover/capture-d-----cran-2022-11-29----11.30.49.png",Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20221128150547205/Bonnouvrier_01_F_08_3.mp4,Centrale nucléaire du Bugey,Amateur; Transport; Georges BONNOUVRIER,Registro de filme materializado no catálogo público MFNA/FAR. | Centrale nucléaire du Bugey dans les années 1970. Atterissage d'un avion. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01’14’’ : Centrale nucléaire du Bugey dans les années 1970 01'14’’ à 01’42’’ : Atterissage d'un avion | gênero: Amateur | temas: Transport | formato original: 8mm | duração: 0:01:42 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/centrale-nucleaire-du-bugey | miniatura: https://pill.far-asso.fr/videos/20221128150547205/cover/capture-d-----cran-2022-11-28----15.21.57.png,Années 1980
Fonds Audiovisuel de Recherche,fonds-audiovisuel-de-recherche,France,Europe,FR-FAR,Local audiovisual archive with public film catalog,https://far-asso.fr/,True,True,https://far.memoirefilmiquenouvelleaquitaine.fr/films,MFNA / FAR,https://videos.far-asso.fr/20230109094828576/Bonnouvrier_01_F_10_11.mp4,Croisière à La Rochelle,Amateur; Activité maritime; Georges BONNOUVRIER,"Registro de filme materializado no catálogo público MFNA/FAR. | Croisière au départ de La Rochelle à bord de "" L'insulaire"" , vues du port de La rochelle et du pont de l'Ile de Ré. Mis en ligne grâce au soutien financier de la DRAC Nouvelle-Aquitaine. | 00'00’’ à 01’25’’ : Croisière au départ de La Rochelle à bord de "" L'insulaire"" , vues du port de La rochelle et du pont de l'Ile de Ré. | gênero: Amateur | temas: Activité maritime | formato original: 8mm | duração: 0:01:25 | realização: Georges BONNOUVRIER | ficha pública: https://far.memoirefilmiquenouvelleaquitaine.fr/films/croisiere-a-la-rochelle | miniatura: https://pill.far-asso.fr/videos/20230109094828576/cover/capture-d-----cran-2023-01-09----09.51.50.png",Années 1980
