institution,slug,country,continent,repository_code,archive_type,barch_detail_url,content_available_in_source,website_available,partner_site,platform,video_link,video_title,video_subject,video_description,video_published_at,video_title_display,video_date_display,video_theme,access_surface
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Aegir.%20Ein%20Film-Festspiel/barch::149c0d3f3ea0c7fa13f43a4c1829ab30,Aegir. Ein Film-Festspiel,"Feature film | EFG1914 / World War I / Germany / Savings bonds / Motion picture industry / World War, 1914-1918 -- Motion pictures and the war / World War, 1914-1918 -- Propaganda","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | gênero: Feature film | duração: 00:26:45 | produtora: Julius Pinschewer (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright / Deutsche Kinemathek | ver também: https://www.filmportal.de/node/1238421 | Werbefilm für die 9. Kriegsanleihe. Ägir, der König der Meere, auf dem Meeresgrund mit schwebenden Meerjungfrauen. Ägir beim Mahl englischer Leckerbissen, die von Schiffen stammen, die deutsche U-Boote torpediert haben. Ägir beschließt, Deutschland zu besuchen. Er erscheint auf einem deutschen U-Boot (Trickaufnahmen) ""UC28"". Ägir wird vom Kommandanten begrüßt. Auf den Abschuss einer Leuchtrakete hin landet ein Seeflugzeug ""FF-33"" neben dem U-Boot und nimmt Ägir auf. Das Flugzeug landet in einem deutschen Hafen (Kiel) und wird von Soldaten an Land gezogen. Ägir, von den Soldaten umringt, wird seine Reise nach Berlin im Zug fortsetzen. Der Lehrter Bahnhof in Berlin. Ägir besteigt ein Dienstauto mit Hoheitsadler. Er fährt durch das Brandenburger Tor, das gerade von Straßenbahnen passiert wird, die Linden entlang, vorbei am Neptunbrunnen zur Reichsbank. In einer Zeichnungsstelle für Kriegsanleihen in der Reichsbank spricht Ägir mit Menschen aus allen Bevölkerungskreisen (Zwischentexte). Ägir ist nun überzeugt vom Erfolg...",1918,Aegir. Ein Film-Festspiel,1918-01-01,Ficção cinematográfica,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Angriff%20eines%20feindlichen%20Bombengeschwaders%20auf%20einen%20deutschen%20Flugplatz/barch::4691f22bc1f4032bb4a4c32054d54dbc,Angriff eines feindlichen Bombengeschwaders auf einen deutschen Flugplatz,"Documentary film | EFG1914 / World War I / Germany / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | gênero: Documentary film | duração: 00:07:55 | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1238407 | Bild: Wachposten hält mit Fernglas Ausschau auf einem Feldflugplatz. 1. Zwischentitel: Die Station für drahtlose Telegraphie des Flugparkes. Bild: Zwei Soldaten auf einer Terrasse, Station für drahtlose Telegraphie. Ein Soldat am Funkgerät am Tisch, der zweite Soldat hält mit Fernglas Ausschau. 2. Zwischentitel: Ein Funkspruch. Bild: Blick auf ein Funk-Formular mit Datum: 25.4.1918, Soldat füllt Formular mit Funkspruch aus. 3. Zwischentitel: Der Funkspruch wird entziffert und durch Fernsprecher an alle Posten weitergegeben. Bild: Zwei Soldaten auf einer Terrasse, Station für drahtlose Telegraphie. Ein Soldat am Funkgerät am Tisch, der zweite Soldat am Fernmeldesprecher. Trickdarstellung der Nachrichtenübermittlung mit Fliegerwarnung: ""Feindliches Bombengeschwader von 8 Einheiten die Front in Richtung Nordost überflogen."" Wachposten auf dem Feldflugplatz mit Fernmeldesprecher (Telefon). Zwei Soldaten auf einer Terrasse. Beobachtung des Luftraums, Sicht durch Fernglas auf feindlichen Flieger. 4. Zwischentitel: Ein mit Flugzeugen und Ersatzmaterial eintreffender Zug wird noc...",1918,Angriff eines feindlichen Bombengeschwaders auf einen deutschen Flugplatz,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bei%20einer%20Luftschifferabteilung%20im%20Westen/barch::5eb32e845be2890b18248b6aa933a238,Bei einer Luftschifferabteilung im Westen,"Documentary film | EFG1914 / World War I / Luftschiff; Westfront (Erster Weltkrieg) / World War, 1914-1918 -- Transportation / Food supply / Air warfare / Soldiers / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Bei einer Luftschifferabteilung während des Vormarsches im Westen Visiting an Airship Detachment During the Western Advance | gênero: Documentary film | duração: 00:18:45 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1220329 | Emptying a balloon; folding the balloon casing and rolling out the remaining air; removal by the balloon brigade and loading onto the wagon; the balloon brigade decamps to a new area of deployment; the balloon brigade passes through a French town; march through the Siegfried Line; in the bivouac: a soldier washes himself, another is shaved, food is prepared at the campfire; further march with a crossing of the Somme; balloon prepared for ascent at the new point of deployment; refilling of the balloon; work at the gas wagon; balloon is transported at ground level to the mooring winch; connecting the basket and attaching the release cord and the map board; connecting the stills camera; ascent of the balloon; observer photographing enemy emplacements; panoramic view of the terrain; recovery of the balloon.",1918,Bei einer Luftschifferabteilung im Westen,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Berliner%20Momentbilder/barch::c4c291b3f7663364f6a0b74563fa0083,Berliner Momentbilder,Documentary film | EFG1914 / World War I / Berlin / Germany / Civilians in war / City and town life,"Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | gênero: Documentary film | duração: 00:03:58 | produtora: Deutsche Lichtbild-Gesellschaft e.V. (DLG) (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright | ver também: https://www.filmportal.de/node/1238611 | 1. Zwischentitel: Panorama vom Alexanderplatz mit der 'BEROLINA', einem Wahrzeichen Berlins. Bild: Platz mit weiblicher Statue 'Berolina', Gebäude, belebte Straße und Kreuzungsbereich, Pferde ziehen großen Wagen mit der Aufschrift: 'Post und Export Karten Fabrik Emil Jacobi', links im Bild großes Denkmal mit weiblicher Figur Berolina'. Schwenk über Straßenkreuzung, Straßenbahn, Schild mit Aufschrift: 'R. Zechlin', Standuhr mit 'Amol' Reklame. Kameraschwenk weiter nach rechts, Geschäfte: Teppiche und Tricotagen von FR. HAHN, Frisör, Möbelfabrik 'Am Aleanderplatz', Gastronomie Patzenhofer. Fußgänger- und Straßenverkehr (unter anderem Straßenbahn). 2. Zwischentitel: Die Spree an der Fischerbrücke. Ein Brennpunkt der deutschen Binnenschiffahrt. Bild: Brücke, am Ufer mehrere Schleppdampfer, im Hintergrund Häuser, Kirche. Junge läuft über die Brücke in die Kamera. Schwenk über die Spree zum anderen Ufer, dort Hauswand-Reklame: Otto Weber Trauer Magazin, Mohrenstr. 45. 3. Zwischentitel: Blick vom Potsdamer auf den L...",1918,Berliner Momentbilder,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20aus%20der%20gro%C3%9Fen%20Schlacht%20im%20Westen%205.%20Teil/barch::7053775ee1337fd9aeb99a2d00cf96f7,Bilder aus der großen Schlacht im Westen 5. Teil,"Documentary film | EFG1914 / World War I / Westfront / World War, 1914-1918 -- Tank warfare / Infantry / Cavalry / War casualties / Prisoners of war / Buildings -- War damage / Civilians in war / War and society / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures from the great battle in the West (Part 5) | gênero: Documentary film | duração: 00:13:52 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1220566 | The battle at Armentières. Mortars and artillery bombarding English positions on 9th April 1918; shell impacts on the horizon (barrages), mortar explosions; BUFA film crew advances into battle area, passing by fallen soldiers; from under cover the film reporter photographs advancing infantrymen; English positions destroyed by artillery bombardment, with fallen soldiers; shot-up English tanks on the battlefield; infantry column on the march; wooden walkways for traversing marshy battleground; ravaged town; destroyed Armentières railway station, soldiers pass through the destroyed city; wrecked English aeroplane; (Richthofen's 75th kill); burning houses and desolation in Estaires; soldiers storm through an opened street barricade; dead civilians and English soldiers lie on the streets; destruction in the Merville railway station; pan across a group of Portuguese prisoners (close-up).",1918,Bilder aus der großen Schlacht im Westen 5. Teil,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20aus%20der%20gro%C3%9Fen%20Schlacht%20im%20Westen.%206.%20Teil/barch::ba781d2d2d17ad64c6c7d1ffff324c15,Bilder aus der großen Schlacht im Westen. 6. Teil,"Documentary film | EFG1914 / World War I / Westfront / World War, 1914-1918 -- Belgium / World War, 1914-1918 -- France / World War, 1914-1918 -- Blockades / Infantry / War casualties / Bridges -- War damage / Buildings -- War damage / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures from the great battle in the West (Part 6) | gênero: Documentary film | duração: 00:18:39 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1214891 | 1. Intertitle: Bridges destroyed by the enemy are hurriedly repaired. Image: engineers repair a destroyed bridge. 2. Intertitle: Engineers in rubber suits clear the river bed. Image: engineers clear the Lys river bed. 3. Intertitle: Troops and baggage use emergency bridges to follow the columns striving to advance. Image: Infantry and baggage cross the river on pontoon bridges. 4. Intertitle: His Excellency von Quast, the leader of the army. Image: the supreme commander of the 6th Army, General Ferdinand von Quast, comes out of a building, descends some stairs, examines a map and gets into the car. 5. Intertitle: Towards the Kemmel. 6. Intertitle: Nieppe. The church bombarded by the English. 7. Intertitle: Steenwerk. Image: destroyed church and buildings in Steenwerck. 8. Intertitle: On the enemy's retreat roads. Image: retreat road with destroyed materiel and a fallen soldier. 9. Intertitle: The fiercely contested Mont de Lille. Image: camera pan (r. t...",1918,Bilder aus der großen Schlacht im Westen. 6. Teil,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20aus%20der%20gro%C3%9Fen%20Schlacht.%202.%20Teil/barch::e0724888f78068db442daa4bfa87cf8e,Bilder aus der großen Schlacht. 2. Teil,"Short film | EFG1914 / World War I / First World War / Westfront / World War, 1914-1918 -- France / World War, 1914-1918 -- Equipment and supplies / World War, 1914-1918 -- Medical care / Infantry / Cavalry / War casualties / Prisoners of war / World War, 1914-1918 -- Prisoners and prisons, British / Buildings -- War damage / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures from the great battle - Part 2 | gênero: Short film | duração: 00:18:31 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1205628 | 1. Intertitle: One enemy emplacement after another is stormed and taken by our fresh advancing troops. Image: field of battle with shell impacts and storming infantry. 2. Intertitle: Artillery is brought forward. Image: covered cannon transports through impassable battle terrain, gunners pulling a cannon. 3. Intertitle: Shot-up English tanks. Image: Soldiers view shot-up English tanks. 4. Intertitle: In the English emplacements. Image: The fallen in conquered English emplacement; English prisoners bring back a wounded German. 5. Intertitle: Unceasing pursuit. Image: An artillery and transport column passes through completely destroyed locality near Fontaine-sous-Montdidier. 6. Intertitle: A captured regiment of Scots. Image: Scottish prisoners pass along a country road; transport column with an airborne dirigible in the background, (fallen soldier at the edge of the road) resting soldiers at the roadside. 7. Intertitle: Shot-down aeroplanes. Image: Wrecks of English and...",1918,Bilder aus der großen Schlacht. 2. Teil,1918-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20aus%20der%20gro%C3%9Fen%20Schlacht.%203.%20Teil/barch::b0fddbab1a2f8517f6fbbeb8b68711d6,Bilder aus der großen Schlacht. 3. Teil,"Short film | EFG1914 / World War I / First World War / Westfront; Erster Weltkrieg / Wilhelm II., Deutscher Kaiser und König von Preußen / World War, 1914-1918 -- France / World War, 1914-1918 -- Transportation / World War, 1914-1918 -- Equipment and supplies / World War, 1914-1918 -- Tank warfare / Air warfare / Infantry / Cavalry / World War, 1914-1918 -- Prisoners and prisons, British / World War, 1914-1918 -- Prisoners and prisons, French / Buildings -- War damage / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures from the great battle (Part 3) | gênero: Short film | duração: 00:13:07 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1205769 | 1. Intertitle: Advancing infantry. Image: (long shot) firing field artillery, clouds of smoke on the horizon; infantry moving forward. 2. Intertitle: 21-cm mortars firing. Image: 21-cm mortars (21-cm mortar 10) being loaded and fired. 3. Intertitle: After the battle. Image: Field of battle with wreck of English tank (English Mark III), destroyed military equipment and dead horses; transport columns moving in opposite directions on a country road in the battle area. 4. Intertitle: Shot-down English plane. Image: soldiers view the wreck of an English plane. 5. Intertitle: Captured English cannon. Image: captured English cannon (9.2-inch howitzer), including rail artillery (12-inch railway gun). 6. Intertitle: Captured English position with field cannon near Attily. Image: captured English position with field cannon near Attily. 7. Intertitle: Captured fully laden military trains near Ham. Image: captured military trains near Ham. 8. Intertitle: On the St. Quentin-Ham road....",1918,Bilder aus der großen Schlacht. 3. Teil,1918-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20aus%20der%20gro%C3%9Fen%20Schlacht.%204.%20Teil/barch::655de802bd4bab7948caf15711259dd8,Bilder aus der großen Schlacht. 4. Teil,"Short film | EFG1914 / World War I / First World War / Westfront; Erster Weltkrieg / World War, 1914-1918 -- France / World War, 1914-1918 -- Monuments / World War, 1914-1918 -- Health aspects / Infantry / Soldiers Recreation / War casualties / War victims / Buildings -- War damage / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures from the great battle (Part 4) | gênero: Short film | duração: 00:12:25 | produtora: Bild- und Filmamt (BUFA) (Berlin) | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1205772 | 1. Intertitle: On the advance roads. Image: infantry columns advancing to the front. 2. Intertitle: Rest on the road. 5 minutes sleep. Image: rest on the road. 3. Intertitle: At rest. Image: front-line troops in resting position. 4. Intertitle: Big clean-up. Image: washing laundry, cleaning uniforms. 5. Intertitle: Cobbler in the field. Image: repairing boots. 6. Intertitle: In pursuit of the „small enemies“. Image: hunting for lice. 7. Intertitle: Destroyed English flight hangars. Image: destroyed English aeroplane hangars. 8. Intertitle: At the Somme. Image: soldiers resting on the banks of the Somme. 9. Intertitle: Victims of the battle of the Somme. French cemetery. Image: French military cemetery of the battle of the Somme 1916. 10. Intertitle: English cemetery. Image: English miltary cemetery of the battle of the Somme 1916. 11. Intertitle: The city of Laon is continuously under fire from the heavy French cannon. Image: panorama of the city with cathedral. 12. Intertitle: View of the c...",1918,Bilder aus der großen Schlacht. 4. Teil,1918-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Bilder%20von%20der%20Halbinsel%20Krim/barch::d9ccf9c24ee4575aac37ca607758a5e6,Bilder von der Halbinsel Krim,"Documentary film | EFG1914 / World War I / Ostfront; Erster Weltkrieg / World War, 1914-1918 -- Greece / Civilians in war / War and families / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Pictures of the Crimean Peninsula Von Balaklawa bis Baidar | gênero: Documentary film | duração: 00:10:38 | produtora: Bild- und Filmamt (BUFA) (Berlin) | cor: Black & White | som: Without sound | direitos: Public Domain | ver também: https://www.filmportal.de/node/1214896 | 1. Intertitle: The city of Balaclava. Image: camera pan across the port city of Balaclava on the Black Sea. 2. Intertitle: Harbour and entrance with the old 16th-century Genoese fortress. Image: entrance to the harbour with the old Genoese fortress. 3. Intertitle: Vineyards on the Black Sea. Image: vineyards with vines on the Crimean Peninsula. 4. Intertitle: Alupka. Image: camera pan across the southern coastal city of Alupka. 5. Intertitle: Swallow's Nest castle on the Black Sea. Image: Swallow's Nest castle, located on a southern coastal cliff. 6. Intertitle: The Ai-Petri peak. Image: horse-drawn carts on a mountain road in Crimea. 7. Intertitle: The Baidar Gates. Image: horse-drawn carts pass through the Baidar Gates, hewn out of the rocks. 8. Intertitle: View from the Baidar Gates of the coast and the mountain road to Yalta. 9. Intertitle: The mountain road. Image: the mountain road to Yalta. 10. Intertitle: Tartar homestead. Image: a Tartar...",1918,Bilder von der Halbinsel Krim,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Das%20Gebot%20der%20Stunde/barch::994f1a7bbe5a071c9137f1b5f7620c0b,Das Gebot der Stunde,"Advertising film | EFG1914 / World War I / Erster Weltkrieg / Germany / Savings bonds / Advertising / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: The Order of the Day | gênero: Advertising film | duração: 00:01:50 | produtora: Vaterländischer Filmvertrieb GmbH (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright / Deutsche Kinemathek | ver também: https://www.filmportal.de/node/1221033 | Ein Schnellzeichner entwirft ein Bild zur 8. Kriegsanleihe mit der Aufforderung “Heimat und Front! Die 8 te muß die größte werden – Zeichnet!”",1918,Das Gebot der Stunde,1918-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Das%20Geheimnis%20des%20Tanks/barch::92dfac3b52ef5aa169de549ebf8f9ce9,Das Geheimnis des Tanks,"Advertising film | EFG1914 / World War I / Erster Weltkrieg / Germany / World War, 1914-1918 -- Tank warfare / Savings bonds / Advertising / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: The Secret of the Tank | gênero: Advertising film | duração: 00:01:34 | produtora: Vaterländischer Filmvertrieb GmbH (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright / Deutsche Kinemathek | ver também: http://www.filmportal.de/video/das-geheimnis-des-tanks | Werbung für die 8. Kriegsanleihe. Vorführung eines englischen Beutetanks vor Pressevertretern am Berliner Zoogelände. Der Fahrer steigt aus dem Tank und hält ein Schild vor die Kamera mit der Aufschrift: “Zeichnet Ihr die Kriegsanleihe!” Der Tank mit dem angebrachten Schild rollt auf die Kamera zu.",1918,Das Geheimnis des Tanks,1918-01-01,Registro audiovisual em catálogo,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Das%20Thomas-Stahlwerk%20der%20Gutehoffungsh%C3%BCtte%20zu%20Oberhausen%20Rheinland/barch::aaa94e73c833f2cd73b16bffad9a4707,Das Thomas-Stahlwerk der Gutehoffungshütte zu Oberhausen Rheinland,"Documentary film | EFG1914 / World War I / Germany / World War, 1914-1918 -- Equipment and supplies / Steel industry and trade / Metalworking industries","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | gênero: Documentary film | duração: 00:09:26 | produtora: Deutsche Lichtbild-Gesellschaft e.V. (DLG) (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright | ver também: https://www.filmportal.de/node/1238448 | 1. Zwischentitel: Ankunft der an den Hochöfen mit Roheisen gefüllten Pfannen am Mischer. Ein Laufkran hebt die Pfannen vom Wagen ab, zieht sie hoch und befördert sie zum Mischer, in welchen das Eisen ausgegossen wird. 2. Zwischentitel: Das Roheisen wird aus dem Mischer in eine Pfanne gegossen, die es zur Thomasbirne (Converter) befördert und in diese eingießt. 3. Zwischentitel: Das Erblasen des Stahls in die Birne. Die Schlacke wird in fahrbare Schlackenkasten abgegossen. Der fertige Stahl läuft in seine auf dem Gießwagen stehende Pfanne und wird über die Gießgrube gefahren. 4. Zwischentitel: Ausgießen des fertigen Stahls in die Blockformen. Abziehen der Blockformen von den gegossenen Stahlblöcken. Beförderung der glühenden Stahlblöcke nach der Tiefofenhalle und Einsetzen in die Tiefofen. 5. Zwischentitel: Kalte Stahlblöcke, die an anderer Stelle weiter verarbeitet werden sollen, kommen auf Eisenbahnwagen zur Verladung.",1918,Das Thomas-Stahlwerk der Gutehoffungshütte zu Oberhausen Rheinland,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Das%20Walz-%20und%20Hammerwerk%20der%20Gutenhoffnungsh%C3%BCtte%20zu%20Oberhausen%20Rheinland/barch::e57181768904efc4870f286bf3121bed,Das Walz- und Hammerwerk der Gutenhoffnungshütte zu Oberhausen Rheinland,"Documentary film | EFG1914 / World War I / Germany / World War, 1914-1918 -- Transportation / World War, 1914-1918 -- Equipment and supplies / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | gênero: Documentary film | duração: 00:05:22 | produtora: Deutsche Lichtbild-Gesellschaft e.V. (DLG) (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright | ver também: https://www.filmportal.de/node/1238450 | 1. Zwischentitel: Vorblocken eines glühenden Stahlblockes auf der Blockstraße und Auswalzen desselben zu Schienen auf der Fertigstraße. 2. Zwischentitel: Schneiden und Richten der Schienen. 3. Zwischentitel: Vorblocken und Verladen von Halbzeug (hier auch Frauenarbeit). 4. Zwischentitel: Schmieden einer Welle unter dem Dampfhammer. (Fragment)",1918,Das Walz- und Hammerwerk der Gutenhoffnungshütte zu Oberhausen Rheinland,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
Bundesarchiv,bundesarchiv,Germany,Europe,DE-BArch,Federal archive with film archive holdings,https://www.bundesarchiv.de/en/research-our-records/research-by-media-type/films/,True,True,https://www.europeanfilmgateway.eu/search-efg/bundesarchiv,European Film Gateway,https://www.europeanfilmgateway.eu/detail/Der%20Flachs%20und%20seine%20Veredelung/barch::3ce49d6d153c16e9908067c5b208f557,Der Flachs und seine Veredelung,"Documentary film | EFG1914 / World War I / World War, 1914-1918 -- Prisoners and prisons, Russian / Women and war / Children and war / World War, 1914-1918","Ficha pública de Bundesarchiv no European Film Gateway. | player EFG sinalizado no HTML, sem fonte de mídia materializada na coleta estática | título alternativo: Flax and its Refinement | gênero: Documentary film | duração: 00:47:58 | produtora: Deutsche Lichtbild-Gesellschaft e.V. (DLG) (Berlin) | cor: Black & White | som: Without sound | direitos: In Copyright | ver também: https://www.filmportal.de/node/1214903 | Reel 1. 1. Intertitle: The harvest. The flax stalks are not cut, but picked. Image: Russians POWs pick flax stalks under the supervision of a German soldier; children gather bundles of flax, which are arranged in stooks with the help of a frame and tied together at the top by peasants; the field with the flax stooks. 2. Intertitle: The flax is delivered and weighed by the farmers. Image: Delivery of the flax by horsedrawn cart. 3. Intertitle: Large-scale operations. Delivery of the flax in railway wagons and storage in barns. Image: (agricultural) workers stand in an open railway wagon and transfer the bales of flax into a barn with pitchforks. 4. Intertitle: A bundle of flax straw before processing. Image: A woman with a bundle of flax straw. 5. Intertitle: Passing the flax straw through a ripple to strip away the seed pods from the stalk and untangle the flax straw. Image: Female workers with headscarves pull narrow bundles of flax straw through ripples; a worke...",1918,Der Flachs und seine Veredelung,1918-01-01,Documentário e registro histórico,Agregador audiovisual europeu especializado em cinema
