dataset,observation_key,snapshot_generated_at,source_status_date,generated_by,institution,slug,repository_code,country,continent,archive_type,website_available,partner_site,partner_domain,status,http_code,integrity_status,availability_group,audiovisual_visibility,access_regime,video_links_found_total,embedded_video_signals_total,candidate_internal_pages,final_url
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Oldambt,gemeente-oldambt,NL-WsGO,Netherlands,Europe,,True,http://www.gemeente-oldambt.nl,gemeente-oldambt.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.gemeente-oldambt.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Ommen,gemeente-ommen,NL-OmnGA,Netherlands,Europe,Municipal archives,True,http://www.ommen.nl/gemeentearchief/,ommen.nl,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,0,https://www.ommen.nl/bestuur-organisatie/gemeentearchief/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Pekela,gemeente-pekela,NL-OdpGP,Netherlands,Europe,,True,http://www.pekela.nl,pekela.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.pekela.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Roermond,gemeente-roermond,NL-RmGA,Netherlands,Europe,,True,http://www.archiefroermond.nl,archiefroermond.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.archiefroermond.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Slochteren,gemeente-slochteren,NL-SloGS,Netherlands,Europe,,True,https://www.slochteren.nl,slochteren.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.slochteren.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Smallingerland,gemeente-smallingerland,NL-DtnGS,Netherlands,Europe,,True,http://www.smallingerland.nl,smallingerland.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.smallingerland.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Stadskanaal,gemeente-stadskanaal,NL-SknGS,Netherlands,Europe,,True,https://www.stadskanaal.nl,stadskanaal.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.stadskanaal.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Steenwijkerland,gemeente-steenwijkerland,NL-StwGA,Netherlands,Europe,,True,https://www.steenwijkerland.nl/gemeentearchief,steenwijkerland.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.steenwijkerland.nl/Over_Steenwijkerland/Gemeentearchief?utm_source=Rx.Front&utm_medium=redirect&utm_campaign=gemeentearchief
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Súdwest-Fryslân,gemeente-s-dwest-frysl-n,NL-SkGSF,Netherlands,Europe,,True,http://www.gemeentesudwestfryslan.nl,sudwestfryslan.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://sudwestfryslan.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Ten Boer,gemeente-ten-boer,NL-TenGTB,Netherlands,Europe,,True,http://www.tenboer.nl,gemeente.groningen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://gemeente.groningen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Terschelling,gemeente-terschelling,NL-WtslGT,Netherlands,Europe,,True,http://www.terschelling.nl,terschelling.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.terschelling.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Tynaarlo,gemeente-tynaarlo,NL-VrsGAT,Netherlands,Europe,,True,http://www.tynaarlo.nl,tynaarlo.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.tynaarlo.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Tytsjerksteradiel,gemeente-tytsjerksteradiel,NL-BgmGT,Netherlands,Europe,,True,http://www.t-diel.nl,t-diel.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.t-diel.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Veendam,gemeente-veendam,NL-VdmGV,Netherlands,Europe,,True,http://www.veendam.nl,veendam.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.veendam.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Vlagtwedde,gemeente-vlagtwedde,NL-SelGV,Netherlands,Europe,,True,https://www.vlagtwedde.nl,vlagtwedde.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.vlagtwedde.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Vlieland,gemeente-vlieland,NL-VldGV,Netherlands,Europe,,True,http://www.vlieland.nl,vlieland.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.vlieland.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Westerveld,gemeente-westerveld,NL-DiGW,Netherlands,Europe,,True,https://www.gemeentewesterveld.nl,gemeentewesterveld.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.gemeentewesterveld.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Winsum,gemeente-winsum,NL-WsmGW,Netherlands,Europe,,True,http://www.winsum.nl,winsum.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.winsum.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeente Zuidhorn,gemeente-zuidhorn,NL-ZhGZ,Netherlands,Europe,,True,http://www.zuidhorn.nl,zuidhorn.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.zuidhorn.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeentearchief Kampen,gemeentearchief-kampen,NL-KpGA,Netherlands,Europe,,True,http://www.gemeentearchiefkampen.nl,stadsarchiefkampen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.stadsarchiefkampen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeentearchief Kerkrade,gemeentearchief-kerkrade,NL-KrdGA,Netherlands,Europe,,True,http://www.kerkrade.nl/de_stad_kerkrade/kerkrade_toen_en_nu/gemeentearchief,kerkrade.nl,http_error,404.0,quebrado,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.kerkrade.nl/de_stad_kerkrade/kerkrade_toen_en_nu/gemeentearchief
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeentearchief Schiedam,gemeentearchief-schiedam,NL-SdmGA,Netherlands,Europe,Municipal archives,True,http://www.schiedam.nl/gemeentearchief,schiedam.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.schiedam.nl/a-tot-z/gemeentearchief
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeentearchief Zaanstad,gemeentearchief-zaanstad,NL-ZdGAZ,Netherlands,Europe,Municipal archives,True,http://archief.zaanstad.nl,archief.zaanstad.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://archief.zaanstad.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Gemeentearchief Zeist,gemeentearchief-zeist,NL-ZtGAZ,Netherlands,Europe,,True,http://www.zeist.nl/gemeentearchief,zeist.nl,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,2,0,https://www.zeist.nl/gemeente-bestuur-en-organisatie/organisatie/gemeentearchief
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Groninger Archieven,groninger-archieven,NL-GnGRA,Netherlands,Europe,,True,http://www.beeldbankgroningen.nl/,beeldbankgroningen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.beeldbankgroningen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Haags Gemeentearchief,haags-gemeentearchief,NL-HaHGA,Netherlands,Europe,,True,http://www.haagsgemeentearchief.nl,haagsgemeentearchief.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.haagsgemeentearchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Het Utrechts Archief,het-utrechts-archief,NL-UtHUA,Netherlands,Europe,,True,https://www.hetutrechtsarchief.nl,hetutrechtsarchief.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.hetutrechtsarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Historisch Centrum Leeuwarden,historisch-centrum-leeuwarden,NL-LwHCL,Netherlands,Europe,,True,http://www.historischcentrumleeuwarden.nl,historischcentrumleeuwarden.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.historischcentrumleeuwarden.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Historisch Centrum Overijssel,historisch-centrum-overijssel,NL-ZlHCO,Netherlands,Europe,,True,http://www.historischcentrumoverijssel.nl,historischcentrumoverijssel.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.historischcentrumoverijssel.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hoogheemraadschap Delfland,hoogheemraadschap-delfland,NL-DtHHD,Netherlands,Europe,,True,https://www.hhdelfland.nl,hhdelfland.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.hhdelfland.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hoogheemraadschap Rijnland,hoogheemraadschap-rijnland,NL-LdnHHR,Netherlands,Europe,,True,https://www.rijnland.net,rijnland.net,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.rijnland.net
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Hoogheemraadschap Schieland en Krimpenerwaard,hoogheemraadschap-schieland-en-krimpenerwaard,NL-RtHHSK,Netherlands,Europe,,True,https://www.schielandendekrimpenerwaard.nl,schielandendekrimpenerwaard.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.schielandendekrimpenerwaard.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Internationaal Instituut voor Sociale Geschiedenis,internationaal-instituut-voor-sociale-geschiedenis,NL-AmISG,Netherlands,Europe,"Archives of political parties, popular/labour movement and other non-governmental organisations, associations, agencies and foundations",True,https://iisg.amsterdam/en,iisg.amsterdam,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://iisg.amsterdam/en
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Nationaal Archief,nationaal-archief,NL-HaNA,Netherlands,Europe,National archives,True,https://www.nationaalarchief.nl/,nationaalarchief.nl,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,5,https://www.nationaalarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Nederland Rusland Centrum,nederland-rusland-centrum,NL-GnNRCE,Netherlands,Europe,,True,http://www.nrce.nl,nrce.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,http://www.nrce.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Nederlands Instituut voor Militaire Historie,nederlands-instituut-voor-militaire-historie,NL-HaNIMH,Netherlands,Europe,,True,http://www.nimh.nl,nimh.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.nimh.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"NIOD Instituut voor oorlogs-, holocaust- en genocidestudies",niod-instituut-voor-oorlogs-holocaust-en-genocidestudies,NL-AsdNIOD,Netherlands,Europe,,True,http://www.niod.nl,niod.nl,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.niod.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Noord-Hollands Archief,noord-hollands-archief,NL-HlmNHA,Netherlands,Europe,County/local authority archives,True,http://www.noord-hollandsarchief.nl,noord-hollandsarchief.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.noord-hollandsarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Provincie Drenthe,provincie-drenthe,NL-AsnPD,Netherlands,Europe,,True,http://www.provincie.drenthe.nl,provincie.drenthe.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.provincie.drenthe.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Provincie Fryslân,provincie-frysl-n,NL-LwPF,Netherlands,Europe,,True,http://www.fryslan.nl,fryslan.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.fryslan.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Provincie Groningen,provincie-groningen,NL-GnPG,Netherlands,Europe,,True,http://www.provinciegroningen.nl,provinciegroningen.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.provinciegroningen.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Alkmaar,regionaal-archief-alkmaar,NL-AmrRAA,Netherlands,Europe,Regional archives,True,http://www.regionaalarchiefalkmaar.nl/,regionaalarchiefalkmaar.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.regionaalarchiefalkmaar.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Dordrecht,regionaal-archief-dordrecht,NL-DdtRAD,Netherlands,Europe,,True,http://www.regionaalarchiefdordrecht.nl,regionaalarchiefdordrecht.nl,ok,200.0,integro,Disponível,Potencial audiovisual em navegação interna,Potencial em navegação interna,0,0,1,https://www.regionaalarchiefdordrecht.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Nijmegen,regionaal-archief-nijmegen,NL-NmRAN,Netherlands,Europe,Regional archives,True,http://www.regionaalarchiefnijmegen.nl,regionaalarchiefnijmegen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.regionaalarchiefnijmegen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Rivierenland,regionaal-archief-rivierenland,NL-TlRAR,Netherlands,Europe,,True,http://www.regionaalarchiefrivierenland.nl,regionaalarchiefrivierenland.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://regionaalarchiefrivierenland.nl/home
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Tilburg,regionaal-archief-tilburg,NL-TbRAT,Netherlands,Europe,Regional archives,True,http://www.regionaalarchieftilburg.nl,regionaalarchieftilburg.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.regionaalarchieftilburg.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Archief Zutphen,regionaal-archief-zutphen,NL-ZuRAZ,Netherlands,Europe,Regional archives,True,http://www.erfgoedcentrumzutphen.nl/,erfgoedcentrumzutphen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.erfgoedcentrumzutphen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Historisch Centrum Eindhoven,regionaal-historisch-centrum-eindhoven,NL-EhvRHCE,Netherlands,Europe,,True,http://www.rhc-eindhoven.nl,rhc-eindhoven.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.rhc-eindhoven.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Historisch Centrum Limburg,regionaal-historisch-centrum-limburg,NL-MtRHCL,Netherlands,Europe,,True,http://www.rhcl.nl,rhcl.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.rhcl.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Regionaal Historisch Centrum Vecht en Venen,regionaal-historisch-centrum-vecht-en-venen,NL-BklVV,Netherlands,Europe,,True,http://www.rhcvechtenvenen.nl,regionaalarchiefnoordwestutrecht.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.regionaalarchiefnoordwestutrecht.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Stadsarchief Delft,stadsarchief-delft,NL-DtAD,Netherlands,Europe,Municipal archives,True,https://stadsarchiefdelft.nl/,stadsarchiefdelft.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.stadsarchiefdelft.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Stadsarchief Deventer,stadsarchief-deventer,NL-DvSA,Netherlands,Europe,,True,http://www.historischcentrumoverijssel.nl,historischcentrumoverijssel.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.historischcentrumoverijssel.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Stadsarchief Rotterdam,stadsarchief-rotterdam,NL-RtGAR,Netherlands,Europe,,True,http://www.gemeentearchief.rotterdam.nl,gemeentearchief.rotterdam.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.gemeentearchief.rotterdam.nl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Streekarchief Langstraat Heusden Altena,streekarchief-langstraat-heusden-altena,NL-HdnSALHA,Netherlands,Europe,County/local authority archives,True,https://salha.nl/,salha.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://salha.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Streekarchief Rijnlands Midden,streekarchief-rijnlands-midden,NL-AlSARM,Netherlands,Europe,,True,http://www.groenehartarchieven.nl,groenehartarchieven.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.groenehartarchieven.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Streekarchief Voorne-Putten en Rozenburg,streekarchief-voorne-putten-en-rozenburg,NL-BleSAVPR,Netherlands,Europe,,True,http://www.streekarchiefvpr.nl,streekarchiefvp.nl,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,1,1,https://streekarchiefvp.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Tresoar (Fries Historisch en Letterkundig Centrum),tresoar-fries-historisch-en-letterkundig-centrum,NL-04-0041-000,Netherlands,Europe,Regional archives,True,https://www.tresoar.nl,tresoar.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.tresoar.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Waterlands Archief,waterlands-archief,NL-PmWA,Netherlands,Europe,,True,http://www.waterlandsarchief.nl,waterlandsarchief.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://waterlandsarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,"Waterschap Amstel, Gooi en Vecht",waterschap-amstel-gooi-en-vecht,NL-AsdWAGV,Netherlands,Europe,Regional archives,True,https://www.archieven.nl/mi/142/?mivast=142&mizig=391&miadt=142&milang=nl&miview=tbl,archieven.nl,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.archieven.nl/mi/142/?mivast=142&mizig=391&miadt=142&milang=nl&miview=tbl
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Waterschap Hunze en Aa's,waterschap-hunze-en-aa-s,NL-VdmWHA,Netherlands,Europe,,True,http://www.hunzeenaas.nl,hunzeenaas.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.hunzeenaas.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Waterschap Noorderzijlvest,waterschap-noorderzijlvest,NL-GnWN,Netherlands,Europe,,True,https://www.noorderzijlvest.nl,noorderzijlvest.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.noorderzijlvest.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Waterschap Vechtstromen,waterschap-vechtstromen,NL-AmlWV,Netherlands,Europe,,True,https://www.vechtstromen.nl,vechtstromen.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.vechtstromen.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Westfries Archief,westfries-archief,NL-HnWFA,Netherlands,Europe,Municipal archives,True,http://www.westfriesarchief.nl,westfriesarchief.nl,restrito,403.0,restrito,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,http://www.westfriesarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Wetterskip Fryslân,wetterskip-frysl-n,NL-LwWA,Netherlands,Europe,,True,http://www.wetterskipfryslan.nl,wetterskipfryslan.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.wetterskipfryslan.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Zeeuws Archief,zeeuws-archief,NL-MdbZA,Netherlands,Europe,County/local authority archives,True,http://www.zeeuwsarchief.nl,zeeuwsarchief.nl,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.zeeuwsarchief.nl/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Akershus fylkeskommune,akershus-fylkeskommune,NO-00000028842,Norway,Europe,,True,https://www.akershus.no,akershus.no,erro,,instavel,Indisponível,Site indisponível para verificação,Não verificável,0,0,0,https://www.akershus.no
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Akershusmuseet,akershusmuseet,NO-00000028270,Norway,Europe,Specialised non-governmental archives and archives of other cultural (heritage) institutions,True,https://www.akersmus.no/,akersmus.no,ok,200.0,integro,Disponível,Sem evidência pública detectável de audiovisual,Sem evidência suficiente,0,0,0,https://www.akersmus.no/
ape,ape:2026-04-01T22:10:16Z,2026-05-27T16:47:58Z,2025-12-15,scripts/build_ape_analytics.py,Anno museum,anno-museum,NO-00000028912,Norway,Europe,,True,https://annomuseum.no/,annomuseum.no,ok,200.0,integro,Disponível,Evidência pública indireta de audiovisual,Evidência indireta sem regime público identificado,0,4,0,https://annomuseum.no/
